payment_id,merchant_id,customer_id,failure_id,attempt_id,recovered,amount_inr,payment_method,gateway,transaction_hour,day_of_week,is_weekend,failure_category,error_code,retryable,merchant_segment,industry,merchant_historical_tx_count,merchant_historical_failure_rate,merchant_historical_recovery_rate,gateway_historical_latency_ms,gateway_historical_success_rate,gateway_historical_error_rate,gateway_historical_incident_count,strategy,attempt_number,delay_minutes,predicted_recovery_probability,status,attempt_status,recovered_amount_inr,risk_amount_inr,resolved_at,merchant_historical_recovered_count,created_at,merchant_name
pay_103990,m_1000,cust_1237,fail_11237,att_11237,1,2733.78,Card,HDFC Gateway,19,1,0,OTP Failed,OTP_AUTHENTICATION_FAILED,True,Enterprise,E-commerce & Retail,263,65.4,34.6,227.48,94.23,5.77,1,OTP reminder,1,15,0.525,Success,Recovered,2733.78,0.0,2026-04-08 10:49:00,91.0,2026-04-07 19:00:00,Apex Retail Pvt Ltd
pay_102513,m_1001,cust_1238,fail_11238,att_11238,1,1295.69,Card,Razorpay,20,1,0,Gateway Error,GATEWAY_INTERNAL_ERROR,True,Enterprise,E-commerce & Retail,237,63.71,36.29,159.3,97.84,2.16,0,Smart gateway retry,1,15,0.807,Success,Recovered,1295.69,0.0,2026-04-07 22:45:00,86.0,2026-04-07 20:00:00,NovaCart
pay_101994,m_1000,cust_1239,fail_11239,att_11239,0,3114.69,UPI,Razorpay,21,1,0,User Abandoned,BAD_REQUEST_ABANDONED,True,Enterprise,E-commerce & Retail,264,65.15,34.85,159.3,97.84,2.16,0,Email reminder,1,15,0.44,Failed,Failed,0.0,3114.69,,92.0,2026-04-07 21:00:00,Apex Retail Pvt Ltd
pay_103991,m_1000,cust_1240,fail_11240,att_11240,1,1609.03,UPI,HDFC Gateway,22,1,0,OTP Failed,OTP_AUTHENTICATION_FAILED,True,Enterprise,E-commerce & Retail,265,65.28,34.72,227.48,94.23,5.77,1,OTP reminder,0,15,0.691,Success,Recovered,1609.03,0.0,2026-04-08 04:50:00,92.0,2026-04-07 22:00:00,Apex Retail Pvt Ltd
pay_101789,m_1000,cust_1241,fail_11241,att_11241,0,1867.6,UPI,Razorpay,23,1,0,User Abandoned,BAD_REQUEST_ABANDONED,True,Enterprise,E-commerce & Retail,266,65.04,34.96,159.3,97.84,2.16,0,Email reminder,0,15,0.41,Failed,Pending,0.0,1867.6,,93.0,2026-04-07 23:00:00,Apex Retail Pvt Ltd
pay_100492,m_1000,cust_1242,fail_11242,att_11242,0,1008.86,Wallet,ICICI UPI,0,2,0,Insufficient Funds,INSUFFICIENT_FUNDS,True,Enterprise,E-commerce & Retail,267,65.17,34.83,173.1,97.53,2.47,0,UPI payment link,3,15,0.501,Failed,Failed,0.0,1008.86,,93.0,2026-04-08 00:00:00,Apex Retail Pvt Ltd
pay_102502,m_1002,cust_1244,fail_11244,att_11244,1,3989.56,UPI,Razorpay,1,2,0,Network Timeout,GATEWAY_TIMEOUT,True,Mid-Market,E-commerce & Retail,245,71.43,28.57,159.3,97.84,2.16,0,Retry after 10 minutes,3,10,0.836,Success,Recovered,3989.56,0.0,2026-04-08 15:35:00,70.0,2026-04-08 01:00:00,SwiftPay Stores
pay_104805,m_1003,cust_1243,fail_11243,att_11243,0,2689.17,Card,SBI Card Gateway,1,2,0,User Abandoned,BAD_REQUEST_ABANDONED,True,SMB,E-commerce & Retail,249,63.05,36.95,211.58,94.83,5.17,1,Email reminder,1,15,0.346,Failed,Failed,0.0,2689.17,,92.0,2026-04-08 01:00:00,UrbanNest
pay_101064,m_1000,cust_1245,fail_11245,att_11245,1,1304.97,UPI,Razorpay,1,2,0,Insufficient Funds,INSUFFICIENT_FUNDS,True,Enterprise,E-commerce & Retail,268,65.3,34.7,159.3,97.84,2.16,0,UPI payment link,1,15,0.444,Success,Recovered,1304.97,0.0,2026-04-08 16:19:00,93.0,2026-04-08 01:00:00,Apex Retail Pvt Ltd
pay_103584,m_1004,cust_1246,fail_11246,att_11246,0,1299.69,Card,Razorpay,3,2,0,Network Timeout,GATEWAY_TIMEOUT,True,Growth,E-commerce & Retail,243,63.37,36.63,159.3,97.84,2.16,0,Retry after 10 minutes,1,10,0.724,Failed,Failed,0.0,1299.69,,89.0,2026-04-08 03:00:00,CloudMart
pay_102347,m_1000,cust_1247,fail_11247,att_11247,0,2346.57,UPI,Razorpay,4,2,0,User Abandoned,BAD_REQUEST_ABANDONED,True,Enterprise,E-commerce & Retail,269,65.06,34.94,159.3,97.84,2.16,0,Email reminder,1,15,0.558,Failed,Failed,0.0,2346.57,,94.0,2026-04-08 04:00:00,Apex Retail Pvt Ltd
pay_101377,m_1003,cust_1249,fail_11249,att_11249,0,1385.52,UPI,Razorpay,6,2,0,Network Timeout,GATEWAY_TIMEOUT,True,SMB,E-commerce & Retail,250,63.2,36.8,159.3,97.84,2.16,0,Retry after 10 minutes,1,10,0.654,Failed,Failed,0.0,1385.52,,92.0,2026-04-08 06:00:00,UrbanNest
pay_104314,m_1002,cust_1248,fail_11248,att_11248,0,2199.61,Wallet,Razorpay,6,2,0,OTP Failed,OTP_AUTHENTICATION_FAILED,True,Mid-Market,E-commerce & Retail,246,71.14,28.86,159.3,97.84,2.16,0,OTP reminder,3,15,0.492,Failed,Failed,0.0,2199.61,,71.0,2026-04-08 06:00:00,SwiftPay Stores
pay_101666,m_1003,cust_1001,fail_11251,att_11251,0,4940.68,Card,SBI Card Gateway,7,2,0,Bank Declined,BANK_DECLINED_TRANSACTION,False,SMB,E-commerce & Retail,251,63.35,36.65,211.58,94.83,5.17,1,Alternate payment method,3,15,0.402,Failed,Failed,0.0,4940.68,,92.0,2026-04-08 07:00:00,UrbanNest
pay_103095,m_1002,cust_1000,fail_11250,att_11250,0,3127.61,Card,Razorpay,7,2,0,Gateway Error,GATEWAY_INTERNAL_ERROR,True,Mid-Market,E-commerce & Retail,247,71.26,28.74,159.3,97.84,2.16,0,Smart gateway retry,1,15,0.824,Failed,Failed,0.0,3127.61,,71.0,2026-04-08 07:00:00,SwiftPay Stores
pay_102361,m_1000,cust_1002,fail_11252,att_11252,0,1670.96,Card,Razorpay,8,2,0,Gateway Error,GATEWAY_INTERNAL_ERROR,True,Enterprise,E-commerce & Retail,270,65.19,34.81,159.3,97.84,2.16,0,Smart gateway retry,3,15,0.801,Failed,Failed,0.0,1670.96,,94.0,2026-04-08 08:00:00,Apex Retail Pvt Ltd
pay_104533,m_1001,cust_1003,fail_11253,att_11253,1,5363.83,UPI,SBI Card Gateway,8,2,0,User Abandoned,BAD_REQUEST_ABANDONED,True,Enterprise,E-commerce & Retail,238,63.45,36.55,211.58,94.83,5.17,1,Email reminder,3,15,0.533,Success,Recovered,5363.83,0.0,2026-04-09 06:49:00,87.0,2026-04-08 08:00:00,NovaCart
pay_103614,m_1002,cust_1004,fail_11254,att_11254,1,3473.67,NetBanking,HDFC Gateway,9,2,0,Gateway Error,GATEWAY_INTERNAL_ERROR,True,Mid-Market,E-commerce & Retail,248,71.37,28.63,227.48,94.23,5.77,1,Smart gateway retry,2,15,0.66,Success,Recovered,3473.67,0.0,2026-04-09 02:32:00,71.0,2026-04-08 09:00:00,SwiftPay Stores
pay_102098,m_1003,cust_1005,fail_11255,att_11255,0,2383.44,NetBanking,ICICI UPI,9,2,0,User Abandoned,BAD_REQUEST_ABANDONED,True,SMB,E-commerce & Retail,252,63.49,36.51,173.1,97.53,2.47,0,Email reminder,0,15,0.457,Failed,Pending,0.0,2383.44,,92.0,2026-04-08 09:00:00,UrbanNest
pay_103052,m_1001,cust_1006,fail_11256,att_11256,0,2099.05,UPI,Axis Wallet,9,2,0,Gateway Error,GATEWAY_INTERNAL_ERROR,True,Enterprise,E-commerce & Retail,239,63.18,36.82,163.48,98.3,1.7,0,Smart gateway retry,2,15,0.855,Failed,Failed,0.0,2099.05,,88.0,2026-04-08 09:00:00,NovaCart
pay_102048,m_1001,cust_1007,fail_11257,att_11257,1,5587.95,Card,Razorpay,10,2,0,OTP Failed,OTP_AUTHENTICATION_FAILED,True,Enterprise,E-commerce & Retail,240,63.33,36.67,159.3,97.84,2.16,0,OTP reminder,2,15,0.589,Success,Recovered,5587.95,0.0,2026-04-09 08:44:00,88.0,2026-04-08 10:00:00,NovaCart
pay_104844,m_1002,cust_1008,fail_11258,att_11258,0,8036.78,UPI,Axis Wallet,10,2,0,Gateway Error,GATEWAY_INTERNAL_ERROR,True,Mid-Market,E-commerce & Retail,249,71.08,28.92,163.48,98.3,1.7,0,Smart gateway retry,3,15,0.93,Failed,Failed,0.0,8036.78,,72.0,2026-04-08 10:00:00,SwiftPay Stores
pay_101983,m_1004,cust_1009,fail_11259,att_11259,0,17637.57,UPI,Razorpay,11,2,0,Gateway Error,GATEWAY_INTERNAL_ERROR,True,Growth,E-commerce & Retail,244,63.52,36.48,159.3,97.84,2.16,0,Smart gateway retry,3,15,0.785,Failed,Failed,0.0,17637.57,,89.0,2026-04-08 11:00:00,CloudMart
pay_103722,m_1000,cust_1010,fail_11260,att_11260,1,4237.82,Card,ICICI UPI,11,2,0,Insufficient Funds,INSUFFICIENT_FUNDS,True,Enterprise,E-commerce & Retail,271,65.31,34.69,173.1,97.53,2.47,0,UPI payment link,2,15,0.316,Success,Recovered,4237.82,0.0,2026-04-09 03:54:00,94.0,2026-04-08 11:00:00,Apex Retail Pvt Ltd
pay_104558,m_1001,cust_1011,fail_11261,att_11261,0,8372.38,UPI,ICICI UPI,12,2,0,User Abandoned,BAD_REQUEST_ABANDONED,True,Enterprise,E-commerce & Retail,241,63.07,36.93,173.1,97.53,2.47,0,Email reminder,2,15,0.305,Failed,Failed,0.0,8372.38,,89.0,2026-04-08 12:00:00,NovaCart
pay_102351,m_1003,cust_1012,fail_11262,att_11262,0,1290.36,Card,HDFC Gateway,13,2,0,Bank Declined,BANK_DECLINED_TRANSACTION,False,SMB,E-commerce & Retail,253,63.64,36.36,227.48,94.23,5.77,1,Alternate payment method,2,15,0.212,Failed,Failed,0.0,1290.36,,92.0,2026-04-08 13:00:00,UrbanNest
pay_103456,m_1003,cust_1013,fail_11263,att_11263,0,3395.78,UPI,SBI Card Gateway,13,2,0,Bank Declined,BANK_DECLINED_TRANSACTION,False,SMB,E-commerce & Retail,254,63.78,36.22,211.58,94.83,5.17,1,Alternate payment method,2,15,0.31,Failed,Failed,0.0,3395.78,,92.0,2026-04-08 13:00:00,UrbanNest
pay_101233,m_1002,cust_1014,fail_11264,att_11264,0,9727.43,NetBanking,Razorpay,15,2,0,Insufficient Funds,INSUFFICIENT_FUNDS,True,Mid-Market,E-commerce & Retail,250,71.2,28.8,159.3,97.84,2.16,0,UPI payment link,1,15,0.375,Failed,Failed,0.0,9727.43,,72.0,2026-04-08 15:00:00,SwiftPay Stores
pay_102043,m_1001,cust_1015,fail_11265,att_11265,0,1239.82,UPI,Razorpay,16,2,0,Network Timeout,GATEWAY_TIMEOUT,True,Enterprise,E-commerce & Retail,242,63.22,36.78,159.3,97.84,2.16,0,Retry after 10 minutes,2,10,0.859,Failed,Failed,0.0,1239.82,,89.0,2026-04-08 16:00:00,NovaCart
pay_103465,m_1002,cust_1016,fail_11266,att_11266,1,3557.9,UPI,Razorpay,16,2,0,Gateway Error,GATEWAY_INTERNAL_ERROR,True,Mid-Market,E-commerce & Retail,251,71.31,28.69,159.3,97.84,2.16,0,Smart gateway retry,3,15,0.752,Success,Recovered,3557.9,0.0,2026-04-08 18:34:00,72.0,2026-04-08 16:00:00,SwiftPay Stores
pay_103365,m_1002,cust_1017,fail_11267,att_11267,0,2502.06,UPI,Razorpay,17,2,0,Gateway Error,GATEWAY_INTERNAL_ERROR,True,Mid-Market,E-commerce & Retail,252,71.03,28.97,159.3,97.84,2.16,0,Smart gateway retry,0,15,0.921,Failed,Pending,0.0,2502.06,,73.0,2026-04-08 17:00:00,SwiftPay Stores
pay_100894,m_1000,cust_1018,fail_11268,att_11268,1,1775.04,Card,ICICI UPI,17,2,0,Bank Declined,BANK_DECLINED_TRANSACTION,False,Enterprise,E-commerce & Retail,272,65.07,34.93,173.1,97.53,2.47,0,Alternate payment method,2,15,0.424,Success,Recovered,1775.04,0.0,2026-04-09 03:22:00,95.0,2026-04-08 17:00:00,Apex Retail Pvt Ltd
pay_103767,m_1004,cust_1019,fail_11269,att_11269,0,1227.07,UPI,ICICI UPI,18,2,0,Insufficient Funds,INSUFFICIENT_FUNDS,True,Growth,E-commerce & Retail,245,63.67,36.33,173.1,97.53,2.47,0,UPI payment link,2,15,0.356,Failed,Failed,0.0,1227.07,,89.0,2026-04-08 18:00:00,CloudMart
pay_103166,m_1004,cust_1020,fail_11270,att_11270,0,2542.0,UPI,Axis Wallet,19,2,0,Insufficient Funds,INSUFFICIENT_FUNDS,True,Growth,E-commerce & Retail,246,63.82,36.18,163.48,98.3,1.7,0,UPI payment link,2,15,0.505,Failed,Failed,0.0,2542.0,,89.0,2026-04-08 19:00:00,CloudMart
pay_100462,m_1004,cust_1022,fail_11272,att_11272,1,5354.66,UPI,ICICI UPI,20,2,0,OTP Failed,OTP_AUTHENTICATION_FAILED,True,Growth,E-commerce & Retail,247,63.97,36.03,173.1,97.53,2.47,0,OTP reminder,3,15,0.592,Success,Recovered,5354.66,0.0,2026-04-09 12:08:00,89.0,2026-04-08 20:00:00,CloudMart
pay_102293,m_1003,cust_1021,fail_11271,att_11271,0,1337.68,Card,Razorpay,20,2,0,Insufficient Funds,INSUFFICIENT_FUNDS,True,SMB,E-commerce & Retail,255,63.92,36.08,159.3,97.84,2.16,0,UPI payment link,2,15,0.395,Failed,Failed,0.0,1337.68,,92.0,2026-04-08 20:00:00,UrbanNest
pay_104469,m_1000,cust_1023,fail_11273,att_11273,1,1019.57,Wallet,Razorpay,21,2,0,OTP Failed,OTP_AUTHENTICATION_FAILED,True,Enterprise,E-commerce & Retail,273,64.84,35.16,159.3,97.84,2.16,0,OTP reminder,0,15,0.616,Success,Recovered,1019.57,0.0,2026-04-09 07:21:00,96.0,2026-04-08 21:00:00,Apex Retail Pvt Ltd
pay_100359,m_1004,cust_1024,fail_11274,att_11274,1,2717.85,Card,Razorpay,21,2,0,Gateway Error,GATEWAY_INTERNAL_ERROR,True,Growth,E-commerce & Retail,248,63.71,36.29,159.3,97.84,2.16,0,Smart gateway retry,3,15,0.602,Success,Recovered,2717.85,0.0,2026-04-09 15:54:00,90.0,2026-04-08 21:00:00,CloudMart
pay_103075,m_1002,cust_1025,fail_11275,att_11275,1,3205.65,NetBanking,ICICI UPI,23,2,0,User Abandoned,BAD_REQUEST_ABANDONED,True,Mid-Market,E-commerce & Retail,253,71.15,28.85,173.1,97.53,2.47,0,Email reminder,2,15,0.488,Success,Recovered,3205.65,0.0,2026-04-09 18:40:00,73.0,2026-04-08 23:00:00,SwiftPay Stores
pay_104777,m_1000,cust_1026,fail_11276,att_11276,0,1648.13,UPI,Razorpay,23,2,0,User Abandoned,BAD_REQUEST_ABANDONED,True,Enterprise,E-commerce & Retail,274,64.6,35.4,159.3,97.84,2.16,0,Email reminder,3,15,0.359,Failed,Failed,0.0,1648.13,,97.0,2026-04-08 23:00:00,Apex Retail Pvt Ltd
pay_102986,m_1003,cust_1027,fail_11277,att_11277,1,3548.7,Wallet,Razorpay,1,3,0,Network Timeout,GATEWAY_TIMEOUT,True,SMB,E-commerce & Retail,256,64.06,35.94,159.3,97.84,2.16,0,Retry after 10 minutes,3,10,0.944,Success,Recovered,3548.7,0.0,2026-04-09 11:19:00,92.0,2026-04-09 01:00:00,UrbanNest
pay_103027,m_1001,cust_1028,fail_11278,att_11278,0,815.96,Card,Razorpay,2,3,0,OTP Failed,OTP_AUTHENTICATION_FAILED,True,Enterprise,E-commerce & Retail,243,63.37,36.63,159.3,97.84,2.16,0,OTP reminder,0,15,0.542,Failed,Pending,0.0,815.96,,89.0,2026-04-09 02:00:00,NovaCart
pay_101898,m_1001,cust_1030,fail_11280,att_11280,1,10326.02,UPI,Axis Wallet,3,3,0,User Abandoned,BAD_REQUEST_ABANDONED,True,Enterprise,E-commerce & Retail,244,63.52,36.48,163.48,98.3,1.7,0,Email reminder,0,15,0.39,Success,Recovered,10326.02,0.0,2026-04-09 07:59:00,89.0,2026-04-09 03:00:00,NovaCart
pay_103251,m_1004,cust_1031,fail_11281,att_11281,1,3174.65,UPI,Razorpay,3,3,0,User Abandoned,BAD_REQUEST_ABANDONED,True,Growth,E-commerce & Retail,249,63.45,36.55,159.3,97.84,2.16,0,Email reminder,2,15,0.509,Success,Recovered,3174.65,0.0,2026-04-09 07:17:00,91.0,2026-04-09 03:00:00,CloudMart
pay_104201,m_1002,cust_1029,fail_11279,att_11279,1,6658.2,Wallet,HDFC Gateway,3,3,0,Bank Declined,BANK_DECLINED_TRANSACTION,False,Mid-Market,E-commerce & Retail,254,70.87,29.13,227.48,94.23,5.77,1,Alternate payment method,2,15,0.287,Success,Recovered,6658.2,0.0,2026-04-09 21:15:00,74.0,2026-04-09 03:00:00,SwiftPay Stores
pay_100377,m_1001,cust_1032,fail_11282,att_11282,0,10791.47,UPI,Razorpay,4,3,0,Gateway Error,GATEWAY_INTERNAL_ERROR,True,Enterprise,E-commerce & Retail,245,63.27,36.73,159.3,97.84,2.16,0,Smart gateway retry,1,15,0.764,Failed,Failed,0.0,10791.47,,90.0,2026-04-09 04:00:00,NovaCart
pay_100390,m_1001,cust_1033,fail_11283,att_11283,0,1996.13,Card,Razorpay,5,3,0,Bank Declined,BANK_DECLINED_TRANSACTION,False,Enterprise,E-commerce & Retail,246,63.41,36.59,159.3,97.84,2.16,0,Alternate payment method,2,15,0.462,Failed,Failed,0.0,1996.13,,90.0,2026-04-09 05:00:00,NovaCart
pay_104996,m_1000,cust_1034,fail_11284,att_11284,0,9918.52,Card,HDFC Gateway,5,3,0,Insufficient Funds,INSUFFICIENT_FUNDS,True,Enterprise,E-commerce & Retail,275,64.73,35.27,227.48,94.23,5.77,1,UPI payment link,1,15,0.46,Failed,Failed,0.0,9918.52,,97.0,2026-04-09 05:00:00,Apex Retail Pvt Ltd
pay_102324,m_1004,cust_1035,fail_11285,att_11285,0,1160.16,UPI,Razorpay,5,3,0,OTP Failed,OTP_AUTHENTICATION_FAILED,True,Growth,E-commerce & Retail,250,63.2,36.8,159.3,97.84,2.16,0,OTP reminder,0,15,0.585,Failed,Pending,0.0,1160.16,,92.0,2026-04-09 05:00:00,CloudMart
pay_103182,m_1000,cust_1036,fail_11286,att_11286,1,516.35,UPI,HDFC Gateway,5,3,0,Insufficient Funds,INSUFFICIENT_FUNDS,True,Enterprise,E-commerce & Retail,276,64.86,35.14,227.48,94.23,5.77,1,UPI payment link,1,15,0.242,Success,Recovered,516.35,0.0,2026-04-09 05:56:00,97.0,2026-04-09 05:00:00,Apex Retail Pvt Ltd
pay_102042,m_1001,cust_1037,fail_11287,att_11287,0,8569.35,Wallet,Razorpay,6,3,0,Insufficient Funds,INSUFFICIENT_FUNDS,True,Enterprise,E-commerce & Retail,247,63.56,36.44,159.3,97.84,2.16,0,UPI payment link,1,15,0.422,Failed,Failed,0.0,8569.35,,90.0,2026-04-09 06:00:00,NovaCart
pay_103471,m_1001,cust_1039,fail_11289,att_11289,0,4094.37,Card,ICICI UPI,7,3,0,Insufficient Funds,INSUFFICIENT_FUNDS,True,Enterprise,E-commerce & Retail,248,63.71,36.29,173.1,97.53,2.47,0,UPI payment link,3,15,0.368,Failed,Failed,0.0,4094.37,,90.0,2026-04-09 07:00:00,NovaCart
pay_104814,m_1004,cust_1038,fail_11288,att_11288,0,5781.38,UPI,SBI Card Gateway,7,3,0,Gateway Error,GATEWAY_INTERNAL_ERROR,True,Growth,E-commerce & Retail,251,63.35,36.65,211.58,94.83,5.17,1,Smart gateway retry,1,15,0.879,Failed,Failed,0.0,5781.38,,92.0,2026-04-09 07:00:00,CloudMart
pay_104646,m_1003,cust_1042,fail_11292,att_11292,1,2191.09,UPI,ICICI UPI,8,3,0,Network Timeout,GATEWAY_TIMEOUT,True,SMB,E-commerce & Retail,257,63.81,36.19,173.1,97.53,2.47,0,Retry after 10 minutes,2,10,0.772,Success,Recovered,2191.09,0.0,2026-04-09 17:41:00,93.0,2026-04-09 08:00:00,UrbanNest
pay_102402,m_1001,cust_1040,fail_11290,att_11290,0,548.12,Card,Razorpay,8,3,0,OTP Failed,OTP_AUTHENTICATION_FAILED,True,Enterprise,E-commerce & Retail,249,63.86,36.14,159.3,97.84,2.16,0,OTP reminder,3,15,0.592,Failed,Failed,0.0,548.12,,90.0,2026-04-09 08:00:00,NovaCart
pay_100511,m_1004,cust_1041,fail_11291,att_11291,1,6260.85,NetBanking,HDFC Gateway,8,3,0,Network Timeout,GATEWAY_TIMEOUT,True,Growth,E-commerce & Retail,252,63.49,36.51,227.48,94.23,5.77,1,Retry after 10 minutes,1,10,0.893,Success,Recovered,6260.85,0.0,2026-04-09 21:05:00,92.0,2026-04-09 08:00:00,CloudMart
pay_102124,m_1004,cust_1043,fail_11293,att_11293,0,17872.9,Wallet,Razorpay,10,3,0,Bank Declined,BANK_DECLINED_TRANSACTION,False,Growth,E-commerce & Retail,253,63.24,36.76,159.3,97.84,2.16,0,Alternate payment method,3,15,0.4,Failed,Failed,0.0,17872.9,,93.0,2026-04-09 10:00:00,CloudMart
pay_100877,m_1001,cust_1044,fail_11294,att_11294,0,852.03,Card,Axis Wallet,11,3,0,User Abandoned,BAD_REQUEST_ABANDONED,True,Enterprise,E-commerce & Retail,250,64.0,36.0,163.48,98.3,1.7,0,Email reminder,2,15,0.315,Failed,Failed,0.0,852.03,,90.0,2026-04-09 11:00:00,NovaCart
pay_103019,m_1000,cust_1045,fail_11295,att_11295,0,734.62,UPI,HDFC Gateway,11,3,0,Insufficient Funds,INSUFFICIENT_FUNDS,True,Enterprise,E-commerce & Retail,277,64.62,35.38,227.48,94.23,5.77,1,UPI payment link,0,15,0.377,Failed,Pending,0.0,734.62,,98.0,2026-04-09 11:00:00,Apex Retail Pvt Ltd
pay_102171,m_1001,cust_1046,fail_11296,att_11296,0,2852.42,NetBanking,SBI Card Gateway,12,3,0,Bank Declined,BANK_DECLINED_TRANSACTION,False,Enterprise,E-commerce & Retail,251,64.14,35.86,211.58,94.83,5.17,1,Alternate payment method,0,15,0.344,Failed,Pending,0.0,2852.42,,90.0,2026-04-09 12:00:00,NovaCart
pay_100061,m_1000,cust_1047,fail_11297,att_11297,1,3111.91,Card,Axis Wallet,13,3,0,Network Timeout,GATEWAY_TIMEOUT,True,Enterprise,E-commerce & Retail,278,64.75,35.25,163.48,98.3,1.7,0,Retry after 10 minutes,1,10,0.733,Success,Recovered,3111.91,0.0,2026-04-09 15:59:00,98.0,2026-04-09 13:00:00,Apex Retail Pvt Ltd
pay_103361,m_1002,cust_1048,fail_11298,att_11298,0,859.5,UPI,HDFC Gateway,13,3,0,User Abandoned,BAD_REQUEST_ABANDONED,True,Mid-Market,E-commerce & Retail,255,70.59,29.41,227.48,94.23,5.77,1,Email reminder,0,15,0.415,Failed,Pending,0.0,859.5,,75.0,2026-04-09 13:00:00,SwiftPay Stores
pay_103493,m_1002,cust_1049,fail_11299,att_11299,1,1101.11,Card,Axis Wallet,16,3,0,User Abandoned,BAD_REQUEST_ABANDONED,True,Mid-Market,E-commerce & Retail,256,70.7,29.3,163.48,98.3,1.7,0,Email reminder,1,15,0.499,Success,Recovered,1101.11,0.0,2026-04-10 05:59:00,75.0,2026-04-09 16:00:00,SwiftPay Stores
pay_101512,m_1002,cust_1050,fail_11300,att_11300,0,2002.0,Card,Razorpay,17,3,0,Gateway Error,GATEWAY_INTERNAL_ERROR,True,Mid-Market,E-commerce & Retail,257,70.43,29.57,159.3,97.84,2.16,0,Smart gateway retry,2,15,0.772,Failed,Failed,0.0,2002.0,,76.0,2026-04-09 17:00:00,SwiftPay Stores
pay_101138,m_1001,cust_1052,fail_11302,att_11302,1,4366.98,Card,Razorpay,18,3,0,Network Timeout,GATEWAY_TIMEOUT,True,Enterprise,E-commerce & Retail,252,64.29,35.71,159.3,97.84,2.16,0,Retry after 10 minutes,1,10,0.725,Success,Recovered,4366.98,0.0,2026-04-09 22:26:00,90.0,2026-04-09 18:00:00,NovaCart
pay_101741,m_1002,cust_1051,fail_11301,att_11301,1,1100.15,Card,SBI Card Gateway,18,3,0,OTP Failed,OTP_AUTHENTICATION_FAILED,True,Mid-Market,E-commerce & Retail,258,70.54,29.46,211.58,94.83,5.17,1,OTP reminder,0,15,0.641,Success,Recovered,1100.15,0.0,2026-04-10 03:59:00,76.0,2026-04-09 18:00:00,SwiftPay Stores
pay_100058,m_1004,cust_1053,fail_11303,att_11303,0,28118.49,Card,ICICI UPI,19,3,0,OTP Failed,OTP_AUTHENTICATION_FAILED,True,Growth,E-commerce & Retail,254,63.39,36.61,173.1,97.53,2.47,0,OTP reminder,0,15,0.647,Failed,Pending,0.0,28118.49,,93.0,2026-04-09 19:00:00,CloudMart
pay_102637,m_1003,cust_1054,fail_11304,att_11304,0,3691.29,NetBanking,Razorpay,19,3,0,Bank Declined,BANK_DECLINED_TRANSACTION,False,SMB,E-commerce & Retail,258,63.57,36.43,159.3,97.84,2.16,0,Alternate payment method,2,15,0.535,Failed,Failed,0.0,3691.29,,94.0,2026-04-09 19:00:00,UrbanNest
pay_101844,m_1002,cust_1055,fail_11305,att_11305,1,1584.81,Card,ICICI UPI,21,3,0,OTP Failed,OTP_AUTHENTICATION_FAILED,True,Mid-Market,E-commerce & Retail,259,70.27,29.73,173.1,97.53,2.47,0,OTP reminder,2,15,0.552,Success,Recovered,1584.81,0.0,2026-04-10 13:28:00,77.0,2026-04-09 21:00:00,SwiftPay Stores
pay_103625,m_1001,cust_1056,fail_11306,att_11306,1,1150.11,Card,Razorpay,21,3,0,Gateway Error,GATEWAY_INTERNAL_ERROR,True,Enterprise,E-commerce & Retail,253,64.03,35.97,159.3,97.84,2.16,0,Smart gateway retry,2,15,0.909,Success,Recovered,1150.11,0.0,2026-04-10 06:01:00,91.0,2026-04-09 21:00:00,NovaCart
pay_101035,m_1003,cust_1057,fail_11307,att_11307,0,1136.13,Wallet,ICICI UPI,22,3,0,Network Timeout,GATEWAY_TIMEOUT,True,SMB,E-commerce & Retail,259,63.71,36.29,173.1,97.53,2.47,0,Retry after 10 minutes,0,10,0.844,Failed,Pending,0.0,1136.13,,94.0,2026-04-09 22:00:00,UrbanNest
pay_101393,m_1003,cust_1058,fail_11308,att_11308,0,4173.02,Card,Axis Wallet,0,4,0,Network Timeout,GATEWAY_TIMEOUT,True,SMB,E-commerce & Retail,260,63.85,36.15,163.48,98.3,1.7,0,Retry after 10 minutes,1,10,0.729,Failed,Failed,0.0,4173.02,,94.0,2026-04-10 00:00:00,UrbanNest
pay_101721,m_1000,cust_1059,fail_11309,att_11309,0,1083.88,Card,SBI Card Gateway,2,4,0,Insufficient Funds,INSUFFICIENT_FUNDS,True,Enterprise,E-commerce & Retail,279,64.52,35.48,211.58,94.83,5.17,1,UPI payment link,0,15,0.583,Failed,Pending,0.0,1083.88,,99.0,2026-04-10 02:00:00,Apex Retail Pvt Ltd
pay_102114,m_1004,cust_1061,fail_11311,att_11311,0,17127.81,Card,Razorpay,3,4,0,OTP Failed,OTP_AUTHENTICATION_FAILED,True,Growth,E-commerce & Retail,255,63.53,36.47,159.3,97.84,2.16,0,OTP reminder,0,15,0.554,Failed,Pending,0.0,17127.81,,93.0,2026-04-10 03:00:00,CloudMart
pay_101965,m_1004,cust_1060,fail_11310,att_11310,1,17438.31,UPI,SBI Card Gateway,3,4,0,Network Timeout,GATEWAY_TIMEOUT,True,Growth,E-commerce & Retail,256,63.67,36.33,211.58,94.83,5.17,1,Retry after 10 minutes,1,10,0.81,Success,Recovered,17438.31,0.0,2026-04-10 14:54:00,93.0,2026-04-10 03:00:00,CloudMart
