failure_id,payment_id,failure_category,error_code,retryable
fail_11000,pay_103480,Network Timeout,GATEWAY_TIMEOUT,True
fail_11001,pay_104270,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_11002,pay_102556,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_11003,pay_104908,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11004,pay_103751,Network Timeout,GATEWAY_TIMEOUT,True
fail_11005,pay_103384,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_11006,pay_101735,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11007,pay_102004,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_11008,pay_102205,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11009,pay_100483,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11010,pay_100104,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_11011,pay_103392,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11012,pay_103563,Network Timeout,GATEWAY_TIMEOUT,True
fail_11013,pay_102898,Network Timeout,GATEWAY_TIMEOUT,True
fail_11014,pay_102256,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_11015,pay_101683,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11016,pay_103295,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11017,pay_102831,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_11018,pay_100070,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11019,pay_104711,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_11020,pay_103482,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_11021,pay_100744,Network Timeout,GATEWAY_TIMEOUT,True
fail_11022,pay_103395,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11023,pay_100691,Network Timeout,GATEWAY_TIMEOUT,True
fail_11024,pay_100134,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_11025,pay_102701,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11026,pay_102546,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11027,pay_101979,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11028,pay_101132,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11029,pay_101616,Network Timeout,GATEWAY_TIMEOUT,True
fail_11030,pay_104098,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11031,pay_101985,Network Timeout,GATEWAY_TIMEOUT,True
fail_11032,pay_104515,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11033,pay_101253,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11034,pay_100260,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11035,pay_102800,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11036,pay_103153,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11037,pay_100558,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_11038,pay_100638,Network Timeout,GATEWAY_TIMEOUT,True
fail_11039,pay_104803,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11040,pay_101413,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11041,pay_102670,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11042,pay_103129,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11043,pay_102808,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11044,pay_102235,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11045,pay_102724,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_11046,pay_104907,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11047,pay_101460,Network Timeout,GATEWAY_TIMEOUT,True
fail_11048,pay_103914,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11049,pay_100212,Network Timeout,GATEWAY_TIMEOUT,True
fail_11050,pay_104124,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11051,pay_103421,Network Timeout,GATEWAY_TIMEOUT,True
fail_11052,pay_102008,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11053,pay_101429,Network Timeout,GATEWAY_TIMEOUT,True
fail_11054,pay_104083,Network Timeout,GATEWAY_TIMEOUT,True
fail_11055,pay_103054,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11056,pay_102283,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_11057,pay_100989,Network Timeout,GATEWAY_TIMEOUT,True
fail_11058,pay_103381,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11059,pay_100105,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11060,pay_100248,Network Timeout,GATEWAY_TIMEOUT,True
fail_11061,pay_103322,Network Timeout,GATEWAY_TIMEOUT,True
fail_11062,pay_102647,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11063,pay_104612,Network Timeout,GATEWAY_TIMEOUT,True
fail_11064,pay_100724,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11065,pay_100015,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11066,pay_100954,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11067,pay_103966,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11068,pay_100475,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_11069,pay_104361,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11070,pay_100612,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11071,pay_100917,Network Timeout,GATEWAY_TIMEOUT,True
fail_11072,pay_100159,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11073,pay_101415,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11074,pay_103325,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11075,pay_101725,Network Timeout,GATEWAY_TIMEOUT,True
fail_11076,pay_104952,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11077,pay_104071,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11078,pay_100277,Network Timeout,GATEWAY_TIMEOUT,True
fail_11079,pay_100689,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11080,pay_103073,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11081,pay_101211,Network Timeout,GATEWAY_TIMEOUT,True
fail_11082,pay_104224,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_11083,pay_102987,Network Timeout,GATEWAY_TIMEOUT,True
fail_11084,pay_100024,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11085,pay_100805,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_11086,pay_103564,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11087,pay_103349,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11088,pay_101497,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11089,pay_100111,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11090,pay_100106,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11091,pay_102602,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11092,pay_100765,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_11093,pay_103428,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11094,pay_102857,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11095,pay_100597,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11096,pay_101312,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11097,pay_101440,Network Timeout,GATEWAY_TIMEOUT,True
fail_11098,pay_103479,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11099,pay_100601,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_11100,pay_100209,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_11101,pay_101730,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11102,pay_100049,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_11103,pay_102448,Network Timeout,GATEWAY_TIMEOUT,True
fail_11104,pay_103000,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11105,pay_102095,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11106,pay_100814,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11107,pay_104914,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11108,pay_101468,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11109,pay_101913,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11110,pay_101241,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11111,pay_100401,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11112,pay_103865,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_11113,pay_100835,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_11114,pay_101610,Network Timeout,GATEWAY_TIMEOUT,True
fail_11115,pay_103223,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11116,pay_103222,Network Timeout,GATEWAY_TIMEOUT,True
fail_11117,pay_101338,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11118,pay_102661,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11119,pay_102319,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_11120,pay_103543,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11121,pay_102211,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11122,pay_100733,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11123,pay_103386,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_11124,pay_100001,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_11125,pay_104275,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_11126,pay_101277,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11127,pay_102446,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11128,pay_101557,Network Timeout,GATEWAY_TIMEOUT,True
fail_11129,pay_102574,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11130,pay_104973,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11131,pay_101824,Network Timeout,GATEWAY_TIMEOUT,True
fail_11132,pay_101869,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11133,pay_101690,Network Timeout,GATEWAY_TIMEOUT,True
fail_11134,pay_101057,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11135,pay_100369,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11136,pay_100863,Network Timeout,GATEWAY_TIMEOUT,True
fail_11137,pay_104503,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_11138,pay_103225,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11139,pay_103846,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11140,pay_100172,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_11141,pay_104428,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_11142,pay_103626,Network Timeout,GATEWAY_TIMEOUT,True
fail_11143,pay_102921,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11144,pay_101060,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_11145,pay_103156,Network Timeout,GATEWAY_TIMEOUT,True
fail_11146,pay_102994,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11147,pay_100644,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11148,pay_104305,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11149,pay_103431,Network Timeout,GATEWAY_TIMEOUT,True
fail_11150,pay_100910,Network Timeout,GATEWAY_TIMEOUT,True
fail_11151,pay_104297,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11152,pay_104082,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11153,pay_103677,Network Timeout,GATEWAY_TIMEOUT,True
fail_11154,pay_103202,Network Timeout,GATEWAY_TIMEOUT,True
fail_11155,pay_102120,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11156,pay_101774,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11157,pay_100319,Network Timeout,GATEWAY_TIMEOUT,True
fail_11158,pay_101147,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11159,pay_104708,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11160,pay_100088,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11161,pay_102936,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11162,pay_103246,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11163,pay_104348,Network Timeout,GATEWAY_TIMEOUT,True
fail_11164,pay_104285,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11165,pay_100656,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11166,pay_100422,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11167,pay_104746,Network Timeout,GATEWAY_TIMEOUT,True
fail_11168,pay_102106,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11169,pay_103186,Network Timeout,GATEWAY_TIMEOUT,True
fail_11170,pay_104845,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11171,pay_100488,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11172,pay_100127,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11173,pay_103581,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11174,pay_102173,Network Timeout,GATEWAY_TIMEOUT,True
fail_11175,pay_104052,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11176,pay_101821,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11177,pay_104277,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_11178,pay_100206,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_11179,pay_102842,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_11180,pay_104575,Network Timeout,GATEWAY_TIMEOUT,True
fail_11181,pay_104288,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11182,pay_100713,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_11183,pay_104635,Network Timeout,GATEWAY_TIMEOUT,True
fail_11184,pay_104422,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11185,pay_104079,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11186,pay_103144,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11187,pay_104732,Network Timeout,GATEWAY_TIMEOUT,True
fail_11188,pay_101670,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11189,pay_102280,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11190,pay_103111,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11191,pay_102942,Network Timeout,GATEWAY_TIMEOUT,True
fail_11192,pay_104840,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11193,pay_103905,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11194,pay_101133,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11195,pay_101274,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11196,pay_102175,Network Timeout,GATEWAY_TIMEOUT,True
fail_11197,pay_100741,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_11198,pay_104771,Network Timeout,GATEWAY_TIMEOUT,True
fail_11199,pay_104628,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11200,pay_102782,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_11201,pay_101203,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11202,pay_100013,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11203,pay_103047,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11204,pay_103633,Network Timeout,GATEWAY_TIMEOUT,True
fail_11205,pay_103132,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_11206,pay_103345,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11207,pay_101867,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11208,pay_100050,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11209,pay_102364,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_11210,pay_103699,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11211,pay_101300,Network Timeout,GATEWAY_TIMEOUT,True
fail_11212,pay_104042,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_11213,pay_103783,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_11214,pay_104238,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_11215,pay_101673,Network Timeout,GATEWAY_TIMEOUT,True
fail_11216,pay_100233,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11217,pay_102604,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11218,pay_102421,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11219,pay_100041,Network Timeout,GATEWAY_TIMEOUT,True
fail_11220,pay_100246,Network Timeout,GATEWAY_TIMEOUT,True
fail_11221,pay_104859,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11222,pay_104336,Network Timeout,GATEWAY_TIMEOUT,True
fail_11223,pay_104898,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11224,pay_104064,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_11225,pay_104603,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11226,pay_101072,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11227,pay_104263,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11228,pay_103707,Network Timeout,GATEWAY_TIMEOUT,True
fail_11229,pay_104783,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11230,pay_104879,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11231,pay_102605,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11232,pay_101097,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11233,pay_103568,Network Timeout,GATEWAY_TIMEOUT,True
fail_11234,pay_102428,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11235,pay_104545,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_11236,pay_103281,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11237,pay_103990,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_11238,pay_102513,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11239,pay_101994,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_11240,pay_103991,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_11241,pay_101789,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_11242,pay_100492,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11243,pay_104805,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_11244,pay_102502,Network Timeout,GATEWAY_TIMEOUT,True
fail_11245,pay_101064,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11246,pay_103584,Network Timeout,GATEWAY_TIMEOUT,True
fail_11247,pay_102347,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_11248,pay_104314,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_11249,pay_101377,Network Timeout,GATEWAY_TIMEOUT,True
fail_11250,pay_103095,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11251,pay_101666,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11252,pay_102361,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11253,pay_104533,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_11254,pay_103614,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11255,pay_102098,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_11256,pay_103052,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11257,pay_102048,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_11258,pay_104844,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11259,pay_101983,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11260,pay_103722,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11261,pay_104558,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_11262,pay_102351,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11263,pay_103456,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11264,pay_101233,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11265,pay_102043,Network Timeout,GATEWAY_TIMEOUT,True
fail_11266,pay_103465,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11267,pay_103365,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11268,pay_100894,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11269,pay_103767,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11270,pay_103166,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11271,pay_102293,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11272,pay_100462,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_11273,pay_104469,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_11274,pay_100359,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11275,pay_103075,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_11276,pay_104777,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_11277,pay_102986,Network Timeout,GATEWAY_TIMEOUT,True
fail_11278,pay_103027,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_11279,pay_104201,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11280,pay_101898,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_11281,pay_103251,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_11282,pay_100377,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11283,pay_100390,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11284,pay_104996,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11285,pay_102324,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_11286,pay_103182,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11287,pay_102042,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11288,pay_104814,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11289,pay_103471,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11290,pay_102402,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_11291,pay_100511,Network Timeout,GATEWAY_TIMEOUT,True
fail_11292,pay_104646,Network Timeout,GATEWAY_TIMEOUT,True
fail_11293,pay_102124,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11294,pay_100877,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_11295,pay_103019,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11296,pay_102171,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11297,pay_100061,Network Timeout,GATEWAY_TIMEOUT,True
fail_11298,pay_103361,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_11299,pay_103493,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_11300,pay_101512,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11301,pay_101741,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_11302,pay_101138,Network Timeout,GATEWAY_TIMEOUT,True
fail_11303,pay_100058,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_11304,pay_102637,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11305,pay_101844,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_11306,pay_103625,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11307,pay_101035,Network Timeout,GATEWAY_TIMEOUT,True
fail_11308,pay_101393,Network Timeout,GATEWAY_TIMEOUT,True
fail_11309,pay_101721,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11310,pay_101965,Network Timeout,GATEWAY_TIMEOUT,True
fail_11311,pay_102114,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_11312,pay_104192,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11313,pay_103262,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11314,pay_104338,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11315,pay_103848,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11316,pay_103194,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11317,pay_101280,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11318,pay_103929,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11319,pay_101860,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_11320,pay_101281,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11321,pay_101448,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11322,pay_104306,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11323,pay_100602,Network Timeout,GATEWAY_TIMEOUT,True
fail_11324,pay_100431,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11325,pay_102057,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11326,pay_101601,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11327,pay_103266,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11328,pay_100804,Network Timeout,GATEWAY_TIMEOUT,True
fail_11329,pay_100738,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11330,pay_100470,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_11331,pay_104068,Network Timeout,GATEWAY_TIMEOUT,True
fail_11332,pay_102343,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11333,pay_103228,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_11334,pay_103649,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11335,pay_104444,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_11336,pay_100756,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11337,pay_104090,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11338,pay_100214,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11339,pay_100630,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11340,pay_101001,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_11341,pay_100376,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11342,pay_103387,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11343,pay_103013,OTP Failed,OTP_AUTHENTICATION_FAILED,True
fail_11344,pay_100556,Network Timeout,GATEWAY_TIMEOUT,True
fail_11345,pay_101590,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11346,pay_104668,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11347,pay_100012,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11348,pay_101859,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_11349,pay_104704,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11350,pay_103540,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_11351,pay_102056,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_11352,pay_100661,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11353,pay_102399,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11354,pay_103472,User Abandoned,BAD_REQUEST_ABANDONED,True
fail_11355,pay_100885,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11356,pay_101348,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11357,pay_101572,Gateway Error,GATEWAY_INTERNAL_ERROR,True
fail_11358,pay_103957,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11359,pay_104931,Bank Declined,BANK_DECLINED_TRANSACTION,False
fail_11360,pay_102964,Insufficient Funds,INSUFFICIENT_FUNDS,True
fail_11361,pay_103850,Network Timeout,GATEWAY_TIMEOUT,True
