payment_id,merchant_id,customer_id,created_at,payment_method,gateway,amount_inr,status
pay_100260,m_1002,cust_1034,2026-03-31 19:00:00,NetBanking,Razorpay,436.39,Failed
pay_102800,m_1000,cust_1035,2026-03-31 21:00:00,Wallet,HDFC Gateway,1696.4,Failed
pay_103153,m_1004,cust_1036,2026-03-31 21:00:00,Card,Razorpay,6475.49,Failed
pay_100558,m_1002,cust_1037,2026-03-31 22:00:00,NetBanking,Razorpay,2895.1,Failed
pay_100638,m_1003,cust_1038,2026-03-31 22:00:00,Card,Razorpay,732.5,Success
pay_104803,m_1001,cust_1039,2026-04-01 00:00:00,UPI,SBI Card Gateway,601.24,Failed
pay_101413,m_1001,cust_1040,2026-04-01 01:00:00,Card,Axis Wallet,1892.21,Success
pay_102670,m_1001,cust_1041,2026-04-01 02:00:00,UPI,HDFC Gateway,5614.98,Failed
pay_103129,m_1000,cust_1042,2026-04-01 03:00:00,UPI,HDFC Gateway,1372.21,Success
pay_102808,m_1001,cust_1043,2026-04-01 04:00:00,Wallet,Razorpay,1166.17,Failed
pay_102235,m_1003,cust_1044,2026-04-01 07:00:00,Wallet,Razorpay,530.69,Success
pay_102724,m_1004,cust_1045,2026-04-01 08:00:00,UPI,Razorpay,953.63,Failed
pay_104907,m_1002,cust_1046,2026-04-01 09:00:00,UPI,Razorpay,1167.67,Failed
pay_101460,m_1000,cust_1047,2026-04-01 09:00:00,Card,Razorpay,1620.77,Failed
pay_103914,m_1000,cust_1048,2026-04-01 13:00:00,Wallet,ICICI UPI,2461.33,Success
pay_100212,m_1003,cust_1049,2026-04-01 14:00:00,UPI,HDFC Gateway,1100.82,Success
pay_104124,m_1002,cust_1050,2026-04-01 15:00:00,Card,Razorpay,6767.15,Success
pay_103421,m_1004,cust_1051,2026-04-01 19:00:00,NetBanking,Razorpay,1464.9,Failed
pay_102008,m_1002,cust_1052,2026-04-01 20:00:00,NetBanking,HDFC Gateway,735.23,Failed
pay_101429,m_1001,cust_1053,2026-04-01 20:00:00,NetBanking,Razorpay,796.19,Success
pay_104083,m_1004,cust_1054,2026-04-01 20:00:00,UPI,Razorpay,3744.92,Success
pay_103054,m_1000,cust_1055,2026-04-01 20:00:00,UPI,Razorpay,839.09,Failed
pay_102283,m_1004,cust_1056,2026-04-01 21:00:00,UPI,Razorpay,8652.98,Failed
pay_100989,m_1000,cust_1057,2026-04-01 21:00:00,NetBanking,Razorpay,2739.08,Success
pay_103381,m_1002,cust_1058,2026-04-01 23:00:00,Card,Razorpay,11815.3,Failed
pay_100105,m_1001,cust_1059,2026-04-01 23:00:00,UPI,SBI Card Gateway,4579.17,Failed
pay_100248,m_1004,cust_1060,2026-04-01 23:00:00,UPI,HDFC Gateway,3154.56,Success
pay_103322,m_1004,cust_1061,2026-04-02 00:00:00,NetBanking,ICICI UPI,446.52,Success
pay_102647,m_1003,cust_1062,2026-04-02 00:00:00,UPI,Razorpay,2796.89,Failed
pay_104612,m_1002,cust_1063,2026-04-02 01:00:00,UPI,Razorpay,5277.26,Success
pay_100724,m_1003,cust_1064,2026-04-02 03:00:00,Wallet,Axis Wallet,8273.95,Success
pay_100015,m_1004,cust_1065,2026-04-02 03:00:00,UPI,ICICI UPI,15437.04,Success
pay_100954,m_1002,cust_1066,2026-04-02 05:00:00,Wallet,Razorpay,13923.98,Failed
pay_103966,m_1000,cust_1067,2026-04-02 06:00:00,Card,SBI Card Gateway,27282.69,Failed
pay_100475,m_1002,cust_1068,2026-04-02 08:00:00,UPI,HDFC Gateway,2863.5,Failed
pay_104361,m_1002,cust_1069,2026-04-02 09:00:00,UPI,Axis Wallet,2813.18,Success
pay_100612,m_1002,cust_1070,2026-04-02 11:00:00,NetBanking,HDFC Gateway,603.03,Failed
pay_100917,m_1000,cust_1071,2026-04-02 11:00:00,Card,Razorpay,1158.64,Failed
pay_100159,m_1001,cust_1072,2026-04-02 12:00:00,Card,Razorpay,3206.82,Failed
pay_101415,m_1001,cust_1073,2026-04-02 12:00:00,Card,SBI Card Gateway,5777.27,Failed
pay_103325,m_1003,cust_1074,2026-04-02 16:00:00,Card,SBI Card Gateway,854.83,Success
pay_101725,m_1002,cust_1075,2026-04-02 16:00:00,UPI,Razorpay,2629.93,Failed
pay_104952,m_1002,cust_1076,2026-04-02 17:00:00,Card,Razorpay,303.17,Success
pay_104071,m_1001,cust_1077,2026-04-02 17:00:00,Card,Axis Wallet,1708.46,Failed
pay_100277,m_1002,cust_1078,2026-04-02 17:00:00,Card,ICICI UPI,5039.85,Success
pay_100689,m_1000,cust_1079,2026-04-02 18:00:00,Wallet,Axis Wallet,1188.6,Failed
pay_103073,m_1004,cust_1080,2026-04-02 19:00:00,UPI,Razorpay,1880.13,Success
pay_101211,m_1000,cust_1081,2026-04-02 20:00:00,NetBanking,HDFC Gateway,4074.23,Success
pay_104224,m_1004,cust_1082,2026-04-02 21:00:00,Card,Razorpay,1530.07,Failed
pay_102987,m_1001,cust_1083,2026-04-02 21:00:00,UPI,Razorpay,5279.72,Failed
pay_100024,m_1001,cust_1084,2026-04-02 22:00:00,UPI,ICICI UPI,34497.02,Failed
pay_100805,m_1004,cust_1085,2026-04-02 23:00:00,Card,ICICI UPI,1311.66,Success
pay_103564,m_1002,cust_1086,2026-04-02 23:00:00,Card,HDFC Gateway,3617.32,Success
pay_103349,m_1004,cust_1087,2026-04-03 01:00:00,Card,Razorpay,2060.9,Failed
pay_101497,m_1001,cust_1088,2026-04-03 02:00:00,Wallet,ICICI UPI,686.38,Failed
pay_100111,m_1004,cust_1089,2026-04-03 02:00:00,UPI,Razorpay,768.99,Failed
pay_100106,m_1003,cust_1090,2026-04-03 03:00:00,UPI,Razorpay,4011.57,Failed
pay_102602,m_1004,cust_1091,2026-04-03 03:00:00,Wallet,Razorpay,885.44,Failed
pay_100765,m_1001,cust_1092,2026-04-03 04:00:00,UPI,Razorpay,1637.69,Failed
pay_103428,m_1000,cust_1093,2026-04-03 05:00:00,UPI,HDFC Gateway,1405.9,Success
pay_102857,m_1001,cust_1094,2026-04-03 05:00:00,UPI,SBI Card Gateway,1446.59,Success
pay_100597,m_1001,cust_1095,2026-04-03 07:00:00,Card,Razorpay,549.99,Success
pay_101312,m_1001,cust_1096,2026-04-03 07:00:00,Card,ICICI UPI,943.14,Success
pay_101440,m_1004,cust_1097,2026-04-03 07:00:00,UPI,Razorpay,1845.03,Success
pay_103479,m_1004,cust_1098,2026-04-03 08:00:00,Wallet,Razorpay,1222.61,Failed
pay_100601,m_1000,cust_1099,2026-04-03 09:00:00,NetBanking,Razorpay,7189.56,Failed
pay_100209,m_1004,cust_1100,2026-04-03 10:00:00,UPI,SBI Card Gateway,2107.5,Success
pay_101730,m_1004,cust_1101,2026-04-03 11:00:00,NetBanking,Razorpay,4822.89,Failed
pay_100049,m_1000,cust_1102,2026-04-03 12:00:00,Card,Axis Wallet,520.89,Failed
pay_102448,m_1003,cust_1103,2026-04-03 13:00:00,NetBanking,HDFC Gateway,19474.99,Success
pay_103000,m_1003,cust_1104,2026-04-03 13:00:00,UPI,Razorpay,4356.8,Failed
pay_102095,m_1002,cust_1105,2026-04-03 13:00:00,UPI,SBI Card Gateway,10056.2,Failed
pay_100814,m_1004,cust_1106,2026-04-03 14:00:00,UPI,Razorpay,1780.59,Failed
pay_104914,m_1001,cust_1107,2026-04-03 15:00:00,UPI,Razorpay,6628.97,Failed
pay_101468,m_1004,cust_1108,2026-04-03 16:00:00,NetBanking,Razorpay,2388.7,Failed
pay_101913,m_1004,cust_1109,2026-04-03 16:00:00,UPI,ICICI UPI,1253.33,Failed
pay_101241,m_1001,cust_1110,2026-04-03 16:00:00,UPI,ICICI UPI,756.24,Success
pay_100401,m_1000,cust_1111,2026-04-03 16:00:00,UPI,Razorpay,1482.29,Success
pay_103865,m_1002,cust_1112,2026-04-03 19:00:00,UPI,Razorpay,2702.46,Failed
pay_100835,m_1000,cust_1113,2026-04-03 19:00:00,UPI,SBI Card Gateway,3915.07,Failed
pay_101610,m_1004,cust_1114,2026-04-03 20:00:00,UPI,Razorpay,839.71,Success
pay_103223,m_1001,cust_1115,2026-04-03 23:00:00,UPI,ICICI UPI,912.99,Success
pay_103222,m_1000,cust_1116,2026-04-04 00:00:00,Card,Razorpay,998.17,Success
pay_101338,m_1000,cust_1117,2026-04-04 01:00:00,Card,HDFC Gateway,651.69,Success
pay_102661,m_1000,cust_1118,2026-04-04 03:00:00,UPI,Razorpay,3396.0,Failed
pay_102319,m_1002,cust_1119,2026-04-04 04:00:00,NetBanking,Axis Wallet,1866.42,Failed
pay_103543,m_1003,cust_1120,2026-04-04 05:00:00,UPI,HDFC Gateway,2052.75,Success
pay_102211,m_1002,cust_1121,2026-04-04 05:00:00,UPI,ICICI UPI,8164.16,Success
pay_100733,m_1000,cust_1122,2026-04-04 05:00:00,Wallet,SBI Card Gateway,1845.36,Success
pay_103386,m_1003,cust_1123,2026-04-04 06:00:00,UPI,Axis Wallet,5295.27,Success
pay_100001,m_1002,cust_1124,2026-04-04 07:00:00,Card,Razorpay,1451.59,Failed
pay_104275,m_1004,cust_1125,2026-04-04 07:00:00,Card,Razorpay,3697.2,Success
pay_101277,m_1003,cust_1126,2026-04-04 08:00:00,UPI,Axis Wallet,7952.51,Failed
pay_102446,m_1001,cust_1127,2026-04-04 09:00:00,Card,Razorpay,3106.46,Failed
pay_101557,m_1004,cust_1128,2026-04-04 11:00:00,Wallet,HDFC Gateway,723.37,Success
pay_102574,m_1000,cust_1129,2026-04-04 11:00:00,Card,HDFC Gateway,4587.85,Failed
pay_104973,m_1004,cust_1130,2026-04-04 13:00:00,NetBanking,SBI Card Gateway,2519.36,Failed
pay_101824,m_1001,cust_1131,2026-04-04 13:00:00,Card,Razorpay,1870.26,Failed
pay_101869,m_1003,cust_1132,2026-04-04 14:00:00,UPI,SBI Card Gateway,2779.68,Failed
pay_101690,m_1001,cust_1133,2026-04-04 15:00:00,UPI,Razorpay,5952.99,Failed
pay_101057,m_1004,cust_1134,2026-04-04 15:00:00,UPI,SBI Card Gateway,3525.39,Failed
pay_100369,m_1000,cust_1135,2026-04-04 15:00:00,Wallet,Razorpay,8032.09,Failed
pay_100863,m_1002,cust_1136,2026-04-04 15:00:00,UPI,Axis Wallet,12517.4,Failed
pay_104503,m_1004,cust_1137,2026-04-04 16:00:00,NetBanking,Axis Wallet,4605.42,Success
pay_103225,m_1002,cust_1138,2026-04-04 16:00:00,UPI,ICICI UPI,5965.2,Failed
pay_103846,m_1002,cust_1139,2026-04-04 17:00:00,NetBanking,ICICI UPI,3762.91,Failed
pay_100172,m_1000,cust_1140,2026-04-04 17:00:00,NetBanking,Razorpay,3805.84,Success
pay_104428,m_1003,cust_1141,2026-04-04 20:00:00,UPI,Razorpay,1543.27,Failed
pay_103626,m_1004,cust_1142,2026-04-04 20:00:00,Card,Razorpay,7164.39,Failed
pay_102921,m_1001,cust_1143,2026-04-04 21:00:00,Wallet,Axis Wallet,5517.94,Failed
pay_101060,m_1000,cust_1144,2026-04-04 22:00:00,Card,HDFC Gateway,1216.77,Failed
pay_103156,m_1003,cust_1145,2026-04-04 22:00:00,Card,SBI Card Gateway,4492.25,Failed
pay_102994,m_1001,cust_1146,2026-04-04 22:00:00,NetBanking,Razorpay,1542.11,Failed
pay_100644,m_1004,cust_1147,2026-04-04 23:00:00,Card,ICICI UPI,4101.89,Success
pay_104305,m_1000,cust_1148,2026-04-04 23:00:00,Card,Razorpay,2435.32,Failed
pay_103431,m_1003,cust_1149,2026-04-04 23:00:00,Card,HDFC Gateway,4691.58,Success
pay_100910,m_1004,cust_1150,2026-04-04 23:00:00,Card,Axis Wallet,4064.47,Success
pay_104297,m_1001,cust_1151,2026-04-05 00:00:00,UPI,HDFC Gateway,8088.32,Failed
pay_104082,m_1004,cust_1152,2026-04-05 02:00:00,UPI,SBI Card Gateway,3010.47,Failed
pay_103677,m_1002,cust_1153,2026-04-05 03:00:00,UPI,Razorpay,2504.28,Failed
pay_103202,m_1004,cust_1154,2026-04-05 03:00:00,Card,Razorpay,5932.09,Success
pay_102120,m_1004,cust_1155,2026-04-05 04:00:00,UPI,Razorpay,346.45,Success
pay_101774,m_1001,cust_1156,2026-04-05 05:00:00,UPI,Razorpay,2471.07,Failed
pay_100319,m_1002,cust_1157,2026-04-05 06:00:00,Card,Razorpay,3869.8,Success
pay_101147,m_1002,cust_1158,2026-04-05 06:00:00,UPI,Razorpay,1314.92,Failed
pay_104708,m_1002,cust_1159,2026-04-05 09:00:00,Card,Razorpay,6112.69,Failed
pay_100088,m_1002,cust_1160,2026-04-05 09:00:00,UPI,Razorpay,2987.63,Failed
pay_102936,m_1003,cust_1161,2026-04-05 10:00:00,UPI,Razorpay,5099.49,Failed
pay_103246,m_1004,cust_1162,2026-04-05 10:00:00,Wallet,SBI Card Gateway,1192.96,Failed
pay_104348,m_1000,cust_1163,2026-04-05 14:00:00,Wallet,ICICI UPI,2187.97,Failed
pay_104285,m_1004,cust_1164,2026-04-05 14:00:00,UPI,ICICI UPI,1300.3,Failed
pay_100656,m_1002,cust_1165,2026-04-05 16:00:00,Card,Razorpay,4970.75,Failed
pay_100422,m_1001,cust_1166,2026-04-05 17:00:00,Card,HDFC Gateway,5697.57,Failed
pay_104746,m_1001,cust_1167,2026-04-05 18:00:00,UPI,SBI Card Gateway,761.08,Failed
pay_102106,m_1002,cust_1168,2026-04-05 18:00:00,Card,ICICI UPI,1762.82,Success
pay_103186,m_1004,cust_1169,2026-04-05 19:00:00,UPI,Razorpay,445.55,Success
pay_104845,m_1002,cust_1170,2026-04-05 20:00:00,UPI,Razorpay,912.05,Failed
pay_100488,m_1001,cust_1171,2026-04-05 21:00:00,Wallet,Razorpay,2493.82,Failed
pay_100127,m_1002,cust_1172,2026-04-05 22:00:00,Wallet,Razorpay,4152.34,Failed
pay_103581,m_1002,cust_1173,2026-04-05 22:00:00,UPI,ICICI UPI,2576.68,Success
pay_102173,m_1000,cust_1174,2026-04-05 23:00:00,Card,Razorpay,1182.18,Success
pay_104052,m_1000,cust_1175,2026-04-05 23:00:00,Wallet,HDFC Gateway,2184.61,Failed
pay_101821,m_1003,cust_1176,2026-04-05 23:00:00,UPI,Axis Wallet,3475.65,Failed
pay_104277,m_1003,cust_1177,2026-04-05 23:00:00,UPI,Razorpay,6970.65,Success
pay_100206,m_1002,cust_1178,2026-04-06 01:00:00,Card,SBI Card Gateway,1663.99,Failed
pay_102842,m_1003,cust_1179,2026-04-06 01:00:00,Wallet,ICICI UPI,2602.57,Failed
pay_104575,m_1001,cust_1180,2026-04-06 01:00:00,UPI,Razorpay,3080.87,Success
pay_104288,m_1004,cust_1181,2026-04-06 01:00:00,UPI,Razorpay,1794.08,Failed
pay_100713,m_1000,cust_1182,2026-04-06 02:00:00,UPI,SBI Card Gateway,1715.25,Failed
pay_104635,m_1000,cust_1183,2026-04-06 02:00:00,Card,ICICI UPI,1735.28,Success
pay_104422,m_1002,cust_1184,2026-04-06 02:00:00,Card,Axis Wallet,2217.79,Failed
pay_104079,m_1000,cust_1185,2026-04-06 03:00:00,Card,Razorpay,587.45,Failed
pay_103144,m_1003,cust_1186,2026-04-06 04:00:00,Card,ICICI UPI,865.88,Failed
pay_104732,m_1002,cust_1187,2026-04-06 05:00:00,UPI,Razorpay,510.18,Failed
pay_101670,m_1001,cust_1188,2026-04-06 06:00:00,Card,Axis Wallet,2122.1,Success
pay_102280,m_1000,cust_1189,2026-04-06 06:00:00,UPI,Razorpay,2892.49,Success
pay_103111,m_1004,cust_1190,2026-04-06 06:00:00,UPI,Axis Wallet,16102.62,Failed
pay_102942,m_1004,cust_1191,2026-04-06 06:00:00,Card,Razorpay,6047.98,Failed
pay_104840,m_1002,cust_1192,2026-04-06 06:00:00,UPI,Razorpay,1046.5,Success
pay_103905,m_1004,cust_1193,2026-04-06 06:00:00,Wallet,ICICI UPI,4079.1,Failed
pay_101133,m_1000,cust_1194,2026-04-06 07:00:00,Wallet,Razorpay,9376.13,Failed
pay_101274,m_1000,cust_1195,2026-04-06 08:00:00,UPI,Razorpay,3188.01,Failed
pay_102175,m_1002,cust_1196,2026-04-06 08:00:00,UPI,Razorpay,4440.37,Failed
pay_100741,m_1000,cust_1197,2026-04-06 08:00:00,NetBanking,HDFC Gateway,846.42,Failed
pay_104771,m_1004,cust_1198,2026-04-06 10:00:00,Card,Razorpay,525.15,Success
pay_104628,m_1001,cust_1199,2026-04-06 10:00:00,Card,Razorpay,2149.13,Failed
pay_102782,m_1000,cust_1200,2026-04-06 12:00:00,Card,Razorpay,4760.45,Failed
pay_101203,m_1000,cust_1201,2026-04-06 13:00:00,UPI,SBI Card Gateway,1284.32,Failed
pay_100013,m_1004,cust_1202,2026-04-06 14:00:00,UPI,ICICI UPI,2489.09,Failed
pay_103047,m_1002,cust_1203,2026-04-06 17:00:00,Card,HDFC Gateway,1548.99,Success
pay_103633,m_1004,cust_1204,2026-04-06 17:00:00,UPI,Razorpay,1469.86,Failed
pay_103132,m_1001,cust_1205,2026-04-06 18:00:00,UPI,Razorpay,3578.15,Failed
pay_103345,m_1000,cust_1206,2026-04-06 19:00:00,NetBanking,Razorpay,3991.91,Failed
pay_101867,m_1003,cust_1207,2026-04-06 19:00:00,NetBanking,HDFC Gateway,2376.08,Success
pay_100050,m_1000,cust_1208,2026-04-06 20:00:00,UPI,ICICI UPI,2474.82,Failed
pay_102364,m_1003,cust_1209,2026-04-06 20:00:00,Wallet,ICICI UPI,6316.83,Failed
pay_103699,m_1000,cust_1210,2026-04-06 21:00:00,UPI,Razorpay,8003.56,Success
pay_101300,m_1002,cust_1211,2026-04-06 21:00:00,Card,Razorpay,474.23,Failed
pay_104042,m_1004,cust_1212,2026-04-06 21:00:00,Card,SBI Card Gateway,15507.41,Failed
pay_103783,m_1004,cust_1213,2026-04-06 22:00:00,UPI,Razorpay,979.05,Success
pay_104238,m_1004,cust_1214,2026-04-06 22:00:00,Card,Razorpay,4009.99,Failed
pay_101673,m_1004,cust_1215,2026-04-07 02:00:00,NetBanking,Razorpay,859.56,Success
pay_100233,m_1001,cust_1216,2026-04-07 02:00:00,UPI,HDFC Gateway,852.11,Failed
pay_102604,m_1003,cust_1217,2026-04-07 03:00:00,UPI,Razorpay,225.69,Failed
pay_102421,m_1003,cust_1218,2026-04-07 04:00:00,UPI,HDFC Gateway,486.99,Failed
pay_100041,m_1000,cust_1219,2026-04-07 04:00:00,Card,ICICI UPI,349.3,Failed
pay_100246,m_1003,cust_1220,2026-04-07 06:00:00,UPI,ICICI UPI,2683.95,Success
pay_104859,m_1002,cust_1221,2026-04-07 07:00:00,Card,Razorpay,1818.88,Success
pay_104336,m_1001,cust_1222,2026-04-07 08:00:00,Card,ICICI UPI,5550.52,Success
pay_104898,m_1000,cust_1223,2026-04-07 09:00:00,UPI,Razorpay,8754.73,Success
pay_104064,m_1002,cust_1224,2026-04-07 10:00:00,Card,Razorpay,804.67,Success
pay_104603,m_1003,cust_1225,2026-04-07 10:00:00,Wallet,HDFC Gateway,4142.02,Success
pay_101072,m_1003,cust_1226,2026-04-07 10:00:00,NetBanking,Razorpay,7927.34,Success
pay_104263,m_1004,cust_1227,2026-04-07 10:00:00,UPI,Razorpay,4027.91,Failed
pay_103707,m_1003,cust_1228,2026-04-07 12:00:00,Card,Razorpay,1727.65,Failed
pay_104783,m_1002,cust_1229,2026-04-07 12:00:00,NetBanking,Razorpay,2778.76,Failed
pay_104879,m_1003,cust_1230,2026-04-07 12:00:00,NetBanking,SBI Card Gateway,3432.34,Failed
pay_102605,m_1000,cust_1231,2026-04-07 15:00:00,NetBanking,HDFC Gateway,1863.99,Failed
pay_101097,m_1002,cust_1232,2026-04-07 15:00:00,Card,Razorpay,2452.9,Failed
pay_103568,m_1000,cust_1233,2026-04-07 16:00:00,UPI,ICICI UPI,776.05,Failed
pay_102428,m_1001,cust_1234,2026-04-07 19:00:00,Wallet,HDFC Gateway,5779.72,Failed
pay_104545,m_1003,cust_1235,2026-04-07 19:00:00,Card,ICICI UPI,8769.52,Failed
pay_103281,m_1002,cust_1236,2026-04-07 19:00:00,UPI,Razorpay,2591.36,Failed
pay_103990,m_1000,cust_1237,2026-04-07 19:00:00,Card,HDFC Gateway,2733.78,Success
pay_102513,m_1001,cust_1238,2026-04-07 20:00:00,Card,Razorpay,1295.69,Success
pay_101994,m_1000,cust_1239,2026-04-07 21:00:00,UPI,Razorpay,3114.69,Failed
pay_103991,m_1000,cust_1240,2026-04-07 22:00:00,UPI,HDFC Gateway,1609.03,Success
pay_101789,m_1000,cust_1241,2026-04-07 23:00:00,UPI,Razorpay,1867.6,Failed
pay_100492,m_1000,cust_1242,2026-04-08 00:00:00,Wallet,ICICI UPI,1008.86,Failed
pay_104805,m_1003,cust_1243,2026-04-08 01:00:00,Card,SBI Card Gateway,2689.17,Failed
pay_102502,m_1002,cust_1244,2026-04-08 01:00:00,UPI,Razorpay,3989.56,Success
pay_101064,m_1000,cust_1245,2026-04-08 01:00:00,UPI,Razorpay,1304.97,Success
pay_103584,m_1004,cust_1246,2026-04-08 03:00:00,Card,Razorpay,1299.69,Failed
pay_102347,m_1000,cust_1247,2026-04-08 04:00:00,UPI,Razorpay,2346.57,Failed
pay_104314,m_1002,cust_1248,2026-04-08 06:00:00,Wallet,Razorpay,2199.61,Failed
pay_101377,m_1003,cust_1249,2026-04-08 06:00:00,UPI,Razorpay,1385.52,Failed
pay_103095,m_1002,cust_1000,2026-04-08 07:00:00,Card,Razorpay,3127.61,Failed
pay_101666,m_1003,cust_1001,2026-04-08 07:00:00,Card,SBI Card Gateway,4940.68,Failed
pay_102361,m_1000,cust_1002,2026-04-08 08:00:00,Card,Razorpay,1670.96,Failed
pay_104533,m_1001,cust_1003,2026-04-08 08:00:00,UPI,SBI Card Gateway,5363.83,Success
pay_103614,m_1002,cust_1004,2026-04-08 09:00:00,NetBanking,HDFC Gateway,3473.67,Success
pay_102098,m_1003,cust_1005,2026-04-08 09:00:00,NetBanking,ICICI UPI,2383.44,Failed
pay_103052,m_1001,cust_1006,2026-04-08 09:00:00,UPI,Axis Wallet,2099.05,Failed
pay_102048,m_1001,cust_1007,2026-04-08 10:00:00,Card,Razorpay,5587.95,Success
pay_104844,m_1002,cust_1008,2026-04-08 10:00:00,UPI,Axis Wallet,8036.78,Failed
pay_101983,m_1004,cust_1009,2026-04-08 11:00:00,UPI,Razorpay,17637.57,Failed
pay_103722,m_1000,cust_1010,2026-04-08 11:00:00,Card,ICICI UPI,4237.82,Success
pay_104558,m_1001,cust_1011,2026-04-08 12:00:00,UPI,ICICI UPI,8372.38,Failed
pay_102351,m_1003,cust_1012,2026-04-08 13:00:00,Card,HDFC Gateway,1290.36,Failed
pay_103456,m_1003,cust_1013,2026-04-08 13:00:00,UPI,SBI Card Gateway,3395.78,Failed
pay_101233,m_1002,cust_1014,2026-04-08 15:00:00,NetBanking,Razorpay,9727.43,Failed
pay_102043,m_1001,cust_1015,2026-04-08 16:00:00,UPI,Razorpay,1239.82,Failed
pay_103465,m_1002,cust_1016,2026-04-08 16:00:00,UPI,Razorpay,3557.9,Success
pay_103365,m_1002,cust_1017,2026-04-08 17:00:00,UPI,Razorpay,2502.06,Failed
pay_100894,m_1000,cust_1018,2026-04-08 17:00:00,Card,ICICI UPI,1775.04,Success
pay_103767,m_1004,cust_1019,2026-04-08 18:00:00,UPI,ICICI UPI,1227.07,Failed
pay_103166,m_1004,cust_1020,2026-04-08 19:00:00,UPI,Axis Wallet,2542.0,Failed
pay_102293,m_1003,cust_1021,2026-04-08 20:00:00,Card,Razorpay,1337.68,Failed
pay_100462,m_1004,cust_1022,2026-04-08 20:00:00,UPI,ICICI UPI,5354.66,Success
pay_104469,m_1000,cust_1023,2026-04-08 21:00:00,Wallet,Razorpay,1019.57,Success
pay_100359,m_1004,cust_1024,2026-04-08 21:00:00,Card,Razorpay,2717.85,Success
pay_103075,m_1002,cust_1025,2026-04-08 23:00:00,NetBanking,ICICI UPI,3205.65,Success
pay_104777,m_1000,cust_1026,2026-04-08 23:00:00,UPI,Razorpay,1648.13,Failed
pay_102986,m_1003,cust_1027,2026-04-09 01:00:00,Wallet,Razorpay,3548.7,Success
pay_103027,m_1001,cust_1028,2026-04-09 02:00:00,Card,Razorpay,815.96,Failed
pay_104201,m_1002,cust_1029,2026-04-09 03:00:00,Wallet,HDFC Gateway,6658.2,Success
pay_101898,m_1001,cust_1030,2026-04-09 03:00:00,UPI,Axis Wallet,10326.02,Success
pay_103251,m_1004,cust_1031,2026-04-09 03:00:00,UPI,Razorpay,3174.65,Success
pay_100377,m_1001,cust_1032,2026-04-09 04:00:00,UPI,Razorpay,10791.47,Failed
pay_100390,m_1001,cust_1033,2026-04-09 05:00:00,Card,Razorpay,1996.13,Failed
pay_104996,m_1000,cust_1034,2026-04-09 05:00:00,Card,HDFC Gateway,9918.52,Failed
pay_102324,m_1004,cust_1035,2026-04-09 05:00:00,UPI,Razorpay,1160.16,Failed
pay_103182,m_1000,cust_1036,2026-04-09 05:00:00,UPI,HDFC Gateway,516.35,Success
pay_102042,m_1001,cust_1037,2026-04-09 06:00:00,Wallet,Razorpay,8569.35,Failed
pay_104814,m_1004,cust_1038,2026-04-09 07:00:00,UPI,SBI Card Gateway,5781.38,Failed
pay_103471,m_1001,cust_1039,2026-04-09 07:00:00,Card,ICICI UPI,4094.37,Failed
pay_102402,m_1001,cust_1040,2026-04-09 08:00:00,Card,Razorpay,548.12,Failed
pay_100511,m_1004,cust_1041,2026-04-09 08:00:00,NetBanking,HDFC Gateway,6260.85,Success
pay_104646,m_1003,cust_1042,2026-04-09 08:00:00,UPI,ICICI UPI,2191.09,Success
pay_102124,m_1004,cust_1043,2026-04-09 10:00:00,Wallet,Razorpay,17872.9,Failed
pay_100877,m_1001,cust_1044,2026-04-09 11:00:00,Card,Axis Wallet,852.03,Failed
pay_103019,m_1000,cust_1045,2026-04-09 11:00:00,UPI,HDFC Gateway,734.62,Failed
pay_102171,m_1001,cust_1046,2026-04-09 12:00:00,NetBanking,SBI Card Gateway,2852.42,Failed
pay_100061,m_1000,cust_1047,2026-04-09 13:00:00,Card,Axis Wallet,3111.91,Success
pay_103361,m_1002,cust_1048,2026-04-09 13:00:00,UPI,HDFC Gateway,859.5,Failed
pay_103493,m_1002,cust_1049,2026-04-09 16:00:00,Card,Axis Wallet,1101.11,Success
pay_101512,m_1002,cust_1050,2026-04-09 17:00:00,Card,Razorpay,2002.0,Failed
pay_101741,m_1002,cust_1051,2026-04-09 18:00:00,Card,SBI Card Gateway,1100.15,Success
pay_101138,m_1001,cust_1052,2026-04-09 18:00:00,Card,Razorpay,4366.98,Success
pay_100058,m_1004,cust_1053,2026-04-09 19:00:00,Card,ICICI UPI,28118.49,Failed
pay_102637,m_1003,cust_1054,2026-04-09 19:00:00,NetBanking,Razorpay,3691.29,Failed
pay_101844,m_1002,cust_1055,2026-04-09 21:00:00,Card,ICICI UPI,1584.81,Success
pay_103625,m_1001,cust_1056,2026-04-09 21:00:00,Card,Razorpay,1150.11,Success
pay_101035,m_1003,cust_1057,2026-04-09 22:00:00,Wallet,ICICI UPI,1136.13,Failed
pay_101393,m_1003,cust_1058,2026-04-10 00:00:00,Card,Axis Wallet,4173.02,Failed
pay_101721,m_1000,cust_1059,2026-04-10 02:00:00,Card,SBI Card Gateway,1083.88,Failed
pay_101965,m_1004,cust_1060,2026-04-10 03:00:00,UPI,SBI Card Gateway,17438.31,Success
pay_102114,m_1004,cust_1061,2026-04-10 03:00:00,Card,Razorpay,17127.81,Failed
pay_104192,m_1001,cust_1062,2026-04-10 04:00:00,Card,Razorpay,725.26,Failed
pay_103262,m_1000,cust_1063,2026-04-10 05:00:00,UPI,HDFC Gateway,1523.48,Failed
