attempt_id,payment_id,strategy,attempt_number,delay_minutes,attempt_status,predicted_recovery_probability,recovered_amount_inr,risk_amount_inr,resolved_at
att_11424,pay_103730,UPI payment link,0,15,Pending,0.365,0.0,1881.9,
att_11425,pay_101640,Smart gateway retry,0,15,Pending,0.89,0.0,3126.34,
att_11426,pay_104420,Smart gateway retry,0,15,Pending,0.736,0.0,4064.83,
att_11427,pay_100224,Smart gateway retry,2,15,Failed,0.757,0.0,1134.11,
att_11428,pay_103640,Retry after 10 minutes,3,10,Recovered,0.87,801.72,0.0,2026-04-14 17:54:00
att_11429,pay_100726,UPI payment link,3,15,Failed,0.46,0.0,1593.09,
att_11430,pay_104385,Retry after 10 minutes,2,10,Failed,0.807,0.0,921.72,
att_11431,pay_101207,OTP reminder,0,15,Pending,0.634,0.0,5539.63,
att_11432,pay_104903,Smart gateway retry,2,15,Failed,0.614,0.0,17781.06,
att_11433,pay_101902,Smart gateway retry,3,15,Recovered,0.751,6824.58,0.0,2026-04-14 21:55:00
att_11434,pay_100394,Email reminder,1,15,Failed,0.28,0.0,2696.95,
att_11435,pay_102063,Retry after 10 minutes,2,10,Failed,0.91,0.0,7597.44,
att_11436,pay_102968,Retry after 10 minutes,0,10,Recovered,0.743,1305.37,0.0,2026-04-14 04:48:00
att_11437,pay_100235,Alternate payment method,2,15,Recovered,0.303,2515.0,0.0,2026-04-14 21:00:00
att_11438,pay_102984,Email reminder,3,15,Failed,0.451,0.0,632.07,
att_11439,pay_102018,Smart gateway retry,3,15,Failed,0.939,0.0,1182.85,
att_11440,pay_101749,Alternate payment method,2,15,Failed,0.321,0.0,1569.89,
att_11441,pay_103092,Retry after 10 minutes,0,10,Pending,0.788,0.0,4068.91,
att_11442,pay_104863,OTP reminder,3,15,Failed,0.64,0.0,3181.91,
att_11443,pay_104413,OTP reminder,1,15,Recovered,0.693,529.74,0.0,2026-04-15 01:49:00
att_11444,pay_102130,Email reminder,0,15,Pending,0.59,0.0,2220.38,
att_11445,pay_100773,Email reminder,2,15,Failed,0.434,0.0,2547.13,
att_11446,pay_101674,UPI payment link,0,15,Pending,0.376,0.0,1786.68,
att_11447,pay_101331,Retry after 10 minutes,2,10,Failed,0.98,0.0,865.68,
att_11448,pay_100014,Retry after 10 minutes,2,10,Recovered,0.933,1471.55,0.0,2026-04-15 10:23:00
att_11449,pay_102980,Email reminder,1,15,Failed,0.465,0.0,677.62,
att_11450,pay_100176,OTP reminder,0,15,Pending,0.612,0.0,506.48,
att_11451,pay_100211,OTP reminder,0,15,Recovered,0.634,380.89,0.0,2026-04-15 03:29:00
att_11452,pay_104177,OTP reminder,3,15,Recovered,0.473,955.75,0.0,2026-04-15 12:30:00
att_11453,pay_100429,Retry after 10 minutes,0,10,Pending,0.907,0.0,274.97,
att_11454,pay_103906,Smart gateway retry,0,15,Pending,0.688,0.0,2650.8,
att_11455,pay_102940,Retry after 10 minutes,0,10,Recovered,0.9,2086.28,0.0,2026-04-15 08:44:00
att_11456,pay_104164,Alternate payment method,0,15,Pending,0.419,0.0,3069.63,
att_11457,pay_102352,UPI payment link,3,15,Failed,0.285,0.0,1939.28,
att_11458,pay_102294,UPI payment link,3,15,Recovered,0.456,1014.79,0.0,2026-04-15 06:11:00
att_11459,pay_102054,Email reminder,2,15,Recovered,0.52,2724.11,0.0,2026-04-15 07:58:00
att_11460,pay_104286,UPI payment link,1,15,Failed,0.372,0.0,5462.69,
att_11461,pay_101196,UPI payment link,2,15,Failed,0.433,0.0,3297.73,
att_11462,pay_104213,UPI payment link,0,15,Pending,0.472,0.0,544.97,
att_11463,pay_101275,Smart gateway retry,3,15,Failed,0.727,0.0,2387.36,
att_11464,pay_103150,UPI payment link,1,15,Failed,0.43,0.0,1682.95,
att_11465,pay_103553,Alternate payment method,3,15,Failed,0.344,0.0,1544.3,
att_11466,pay_104418,Alternate payment method,0,15,Pending,0.279,0.0,6946.92,
att_11467,pay_103445,UPI payment link,3,15,Failed,0.357,0.0,2761.96,
att_11468,pay_103869,Alternate payment method,1,15,Failed,0.369,0.0,1648.03,
att_11469,pay_103855,UPI payment link,2,15,Failed,0.264,0.0,2089.17,
att_11470,pay_101076,UPI payment link,0,15,Pending,0.418,0.0,950.42,
att_11471,pay_101521,Email reminder,3,15,Recovered,0.542,2579.84,0.0,2026-04-16 06:47:00
att_11472,pay_104574,UPI payment link,3,15,Failed,0.346,0.0,1076.85,
att_11473,pay_104518,Smart gateway retry,0,15,Recovered,0.785,1763.32,0.0,2026-04-16 02:16:00
att_11474,pay_102244,Smart gateway retry,3,15,Failed,0.828,0.0,4762.46,
att_11475,pay_102407,OTP reminder,1,15,Recovered,0.567,7569.94,0.0,2026-04-16 06:26:00
att_11476,pay_103134,Alternate payment method,2,15,Failed,0.18,0.0,1182.13,
att_11477,pay_104211,Smart gateway retry,3,15,Recovered,0.618,4723.14,0.0,2026-04-15 23:53:00
att_11478,pay_101893,Retry after 10 minutes,3,10,Recovered,0.928,6104.67,0.0,2026-04-16 14:24:00
att_11479,pay_103489,Retry after 10 minutes,0,10,Recovered,0.857,1014.92,0.0,2026-04-16 10:58:00
att_11480,pay_100891,UPI payment link,3,15,Failed,0.38,0.0,3231.14,
att_11481,pay_101316,UPI payment link,0,15,Recovered,0.285,953.1,0.0,2026-04-15 23:05:00
att_11482,pay_100905,Retry after 10 minutes,3,10,Recovered,0.789,8717.01,0.0,2026-04-16 16:41:00
att_11483,pay_103680,Email reminder,0,15,Recovered,0.34,5425.65,0.0,2026-04-16 13:58:00
att_11484,pay_101044,Smart gateway retry,1,15,Failed,0.704,0.0,417.4,
att_11485,pay_100540,Retry after 10 minutes,0,10,Recovered,0.753,1914.68,0.0,2026-04-16 03:15:00
att_11486,pay_104554,Email reminder,2,15,Failed,0.528,0.0,2643.82,
att_11487,pay_103930,Smart gateway retry,1,15,Failed,0.756,0.0,9648.6,
att_11488,pay_104583,OTP reminder,3,15,Recovered,0.812,1333.85,0.0,2026-04-16 15:30:00
att_11489,pay_103049,UPI payment link,3,15,Recovered,0.286,2092.47,0.0,2026-04-16 22:27:00
att_11490,pay_102798,Retry after 10 minutes,2,10,Recovered,0.602,2693.86,0.0,2026-04-17 00:40:00
att_11491,pay_101599,Smart gateway retry,0,15,Pending,0.739,0.0,2758.14,
att_11492,pay_102819,Alternate payment method,0,15,Pending,0.185,0.0,2138.36,
att_11493,pay_104694,OTP reminder,0,15,Recovered,0.527,769.73,0.0,2026-04-17 04:15:00
att_11494,pay_103064,Retry after 10 minutes,1,10,Failed,0.845,0.0,778.96,
att_11495,pay_104156,OTP reminder,0,15,Pending,0.628,0.0,975.48,
att_11496,pay_101538,Retry after 10 minutes,3,10,Recovered,0.724,402.73,0.0,2026-04-17 04:50:00
att_11497,pay_101040,Alternate payment method,0,15,Pending,0.388,0.0,1822.97,
att_11498,pay_102706,Alternate payment method,0,15,Pending,0.321,0.0,3773.02,
att_11499,pay_102773,Retry after 10 minutes,0,10,Pending,0.737,0.0,766.45,
att_11500,pay_101063,Alternate payment method,3,15,Failed,0.293,0.0,1813.33,
att_11501,pay_104453,Retry after 10 minutes,3,10,Recovered,0.881,802.05,0.0,2026-04-17 02:22:00
att_11502,pay_100109,Retry after 10 minutes,2,10,Recovered,0.693,8177.56,0.0,2026-04-17 01:29:00
att_11503,pay_103067,UPI payment link,1,15,Failed,0.434,0.0,4372.85,
att_11504,pay_103004,Retry after 10 minutes,3,10,Failed,0.749,0.0,1049.17,
att_11505,pay_102154,UPI payment link,1,15,Recovered,0.296,1295.74,0.0,2026-04-17 02:34:00
att_11506,pay_102841,Smart gateway retry,1,15,Recovered,0.818,2589.38,0.0,2026-04-16 22:16:00
att_11507,pay_104566,Alternate payment method,2,15,Failed,0.293,0.0,10186.82,
att_11508,pay_103556,OTP reminder,3,15,Recovered,0.642,1307.84,0.0,2026-04-17 18:46:00
att_11509,pay_104532,Alternate payment method,3,15,Failed,0.289,0.0,2913.01,
att_11510,pay_100222,UPI payment link,0,15,Recovered,0.369,18345.88,0.0,2026-04-16 23:44:00
att_11511,pay_104567,OTP reminder,1,15,Recovered,0.664,740.78,0.0,2026-04-17 17:01:00
att_11512,pay_101193,Alternate payment method,1,15,Failed,0.304,0.0,1152.44,
att_11513,pay_103932,OTP reminder,2,15,Recovered,0.479,486.52,0.0,2026-04-17 05:23:00
att_11514,pay_101594,Alternate payment method,0,15,Recovered,0.258,6892.46,0.0,2026-04-17 07:30:00
att_11515,pay_100981,OTP reminder,2,15,Recovered,0.659,1720.9,0.0,2026-04-18 01:13:00
att_11516,pay_102119,Alternate payment method,1,15,Recovered,0.274,1060.32,0.0,2026-04-17 17:27:00
att_11517,pay_103104,Retry after 10 minutes,1,10,Recovered,0.815,1565.95,0.0,2026-04-17 10:24:00
att_11518,pay_101347,Email reminder,3,15,Failed,0.569,0.0,8984.21,
att_11519,pay_102140,Alternate payment method,1,15,Failed,0.264,0.0,4839.07,
att_11520,pay_100042,Email reminder,0,15,Pending,0.423,0.0,9909.84,
att_11521,pay_100085,Alternate payment method,2,15,Failed,0.445,0.0,11387.93,
att_11522,pay_102210,UPI payment link,3,15,Failed,0.396,0.0,3709.16,
att_11523,pay_100931,Smart gateway retry,2,15,Recovered,0.872,5335.87,0.0,2026-04-18 01:29:00
att_11524,pay_101302,Alternate payment method,2,15,Recovered,0.487,1411.46,0.0,2026-04-18 06:03:00
att_11525,pay_102180,Email reminder,1,15,Failed,0.501,0.0,539.55,
att_11526,pay_100203,Smart gateway retry,3,15,Recovered,0.74,2097.45,0.0,2026-04-18 09:05:00
att_11527,pay_101732,Smart gateway retry,3,15,Recovered,0.777,7373.78,0.0,2026-04-17 23:35:00
att_11528,pay_103220,Retry after 10 minutes,1,10,Failed,0.728,0.0,549.76,
att_11529,pay_102500,Alternate payment method,0,15,Pending,0.387,0.0,4561.61,
att_11530,pay_102374,UPI payment link,3,15,Failed,0.275,0.0,5570.5,
att_11531,pay_101471,OTP reminder,3,15,Recovered,0.476,1157.01,0.0,2026-04-18 01:51:00
att_11532,pay_104521,UPI payment link,0,15,Pending,0.378,0.0,4392.02,
att_11533,pay_100865,UPI payment link,3,15,Recovered,0.478,2005.52,0.0,2026-04-18 15:58:00
att_11534,pay_104682,Alternate payment method,1,15,Failed,0.372,0.0,9719.87,
att_11535,pay_100007,Alternate payment method,1,15,Failed,0.344,0.0,2220.45,
att_11536,pay_104869,UPI payment link,3,15,Failed,0.453,0.0,2687.91,
att_11537,pay_100874,Alternate payment method,1,15,Failed,0.349,0.0,892.98,
att_11538,pay_100174,Alternate payment method,3,15,Failed,0.288,0.0,3076.27,
att_11539,pay_102074,OTP reminder,0,15,Recovered,0.715,2656.55,0.0,2026-04-18 11:40:00
att_11540,pay_100183,Email reminder,0,15,Pending,0.4,0.0,6800.77,
att_11541,pay_104492,Alternate payment method,1,15,Recovered,0.382,917.35,0.0,2026-04-19 03:29:00
att_11542,pay_104744,Retry after 10 minutes,2,10,Recovered,0.776,1853.32,0.0,2026-04-18 11:13:00
att_11543,pay_103876,Smart gateway retry,2,15,Failed,0.74,0.0,1828.31,
att_11544,pay_100665,Smart gateway retry,2,15,Failed,0.826,0.0,937.9,
att_11545,pay_100421,Alternate payment method,3,15,Failed,0.23,0.0,11579.41,
att_11546,pay_104590,Alternate payment method,0,15,Pending,0.3,0.0,2114.92,
att_11547,pay_104759,OTP reminder,3,15,Failed,0.543,0.0,3164.43,
att_11548,pay_103607,UPI payment link,1,15,Failed,0.552,0.0,1099.93,
att_11549,pay_101613,Retry after 10 minutes,0,10,Pending,0.7,0.0,1405.28,
att_11550,pay_103975,Retry after 10 minutes,0,10,Pending,0.729,0.0,9495.72,
att_11551,pay_104500,OTP reminder,3,15,Recovered,0.599,920.63,0.0,2026-04-19 20:04:00
att_11552,pay_102516,OTP reminder,2,15,Failed,0.52,0.0,10375.72,
att_11553,pay_104855,Smart gateway retry,0,15,Pending,0.628,0.0,5090.78,
att_11554,pay_104804,Retry after 10 minutes,1,10,Recovered,0.968,8419.86,0.0,2026-04-19 23:34:00
att_11555,pay_104570,OTP reminder,1,15,Failed,0.69,0.0,2204.1,
att_11556,pay_104886,OTP reminder,0,15,Recovered,0.64,2250.98,0.0,2026-04-19 13:51:00
att_11557,pay_100940,Smart gateway retry,2,15,Failed,0.759,0.0,4910.37,
att_11558,pay_101182,Smart gateway retry,1,15,Recovered,0.532,1113.51,0.0,2026-04-20 01:31:00
att_11559,pay_103267,Alternate payment method,2,15,Failed,0.439,0.0,2103.73,
att_11560,pay_102717,Alternate payment method,0,15,Pending,0.502,0.0,2627.69,
att_11561,pay_104028,Alternate payment method,3,15,Recovered,0.364,5137.33,0.0,2026-04-20 01:39:00
att_11562,pay_104671,Smart gateway retry,0,15,Pending,0.824,0.0,2355.56,
att_11563,pay_100586,Retry after 10 minutes,1,10,Recovered,0.707,909.45,0.0,2026-04-19 16:58:00
att_11564,pay_104012,Email reminder,3,15,Recovered,0.335,3079.83,0.0,2026-04-19 15:45:00
att_11565,pay_101148,Alternate payment method,3,15,Failed,0.407,0.0,1705.63,
att_11566,pay_103587,Alternate payment method,2,15,Failed,0.376,0.0,3775.72,
att_11567,pay_103572,Smart gateway retry,2,15,Recovered,0.956,2745.94,0.0,2026-04-19 18:23:00
att_11568,pay_104019,UPI payment link,3,15,Failed,0.324,0.0,7999.33,
att_11569,pay_101061,Alternate payment method,1,15,Failed,0.303,0.0,4358.42,
att_11570,pay_101546,Email reminder,1,15,Failed,0.406,0.0,11671.76,
att_11571,pay_103796,Alternate payment method,2,15,Recovered,0.323,2272.45,0.0,2026-04-20 15:06:00
att_11572,pay_100074,Retry after 10 minutes,3,10,Recovered,0.81,778.84,0.0,2026-04-20 18:48:00
att_11573,pay_100614,UPI payment link,3,15,Failed,0.411,0.0,5158.59,
att_11574,pay_102255,Smart gateway retry,0,15,Pending,0.732,0.0,2463.75,
att_11575,pay_103575,Smart gateway retry,1,15,Recovered,0.789,2165.56,0.0,2026-04-20 15:49:00
att_11576,pay_100787,UPI payment link,3,15,Recovered,0.541,3287.92,0.0,2026-04-20 08:29:00
att_11577,pay_100635,OTP reminder,3,15,Failed,0.734,0.0,2356.07,
att_11578,pay_102135,Retry after 10 minutes,1,10,Failed,0.806,0.0,778.73,
att_11579,pay_104731,Smart gateway retry,1,15,Recovered,0.703,2500.56,0.0,2026-04-20 20:21:00
att_11580,pay_104036,Retry after 10 minutes,2,10,Failed,0.766,0.0,836.07,
att_11581,pay_104214,Alternate payment method,0,15,Recovered,0.487,2258.12,0.0,2026-04-20 12:47:00
att_11582,pay_101779,Alternate payment method,1,15,Failed,0.357,0.0,2971.41,
att_11583,pay_100812,Retry after 10 minutes,0,10,Pending,0.901,0.0,863.42,
att_11584,pay_100190,UPI payment link,2,15,Recovered,0.454,1708.44,0.0,2026-04-21 09:06:00
att_11585,pay_102266,OTP reminder,1,15,Failed,0.585,0.0,6566.08,
att_11586,pay_101509,Smart gateway retry,2,15,Recovered,0.633,3870.72,0.0,2026-04-21 14:51:00
att_11587,pay_100059,Email reminder,1,15,Recovered,0.479,1087.82,0.0,2026-04-21 15:58:00
att_11588,pay_104442,Retry after 10 minutes,1,10,Recovered,0.948,558.8,0.0,2026-04-20 23:11:00
att_11589,pay_100097,UPI payment link,1,15,Failed,0.352,0.0,4111.15,
att_11590,pay_103611,UPI payment link,3,15,Failed,0.337,0.0,9631.66,
att_11591,pay_101695,OTP reminder,3,15,Recovered,0.661,3012.9,0.0,2026-04-21 10:13:00
att_11592,pay_103718,UPI payment link,2,15,Failed,0.457,0.0,2737.71,
att_11593,pay_101702,Alternate payment method,2,15,Recovered,0.369,3259.88,0.0,2026-04-20 20:43:00
att_11594,pay_104821,UPI payment link,2,15,Recovered,0.42,1070.11,0.0,2026-04-21 02:29:00
att_11595,pay_101972,UPI payment link,3,15,Failed,0.381,0.0,3331.52,
att_11596,pay_103828,UPI payment link,3,15,Recovered,0.494,3578.06,0.0,2026-04-21 08:27:00
att_11597,pay_103191,UPI payment link,3,15,Failed,0.386,0.0,1634.39,
att_11598,pay_102284,UPI payment link,3,15,Failed,0.456,0.0,467.92,
att_11599,pay_100826,Smart gateway retry,0,15,Pending,0.661,0.0,2649.63,
att_11600,pay_100549,Email reminder,2,15,Recovered,0.446,5126.82,0.0,2026-04-21 15:38:00
att_11601,pay_102631,Smart gateway retry,2,15,Recovered,0.678,3650.78,0.0,2026-04-21 09:00:00
att_11602,pay_104165,Retry after 10 minutes,0,10,Pending,0.863,0.0,6780.86,
att_11603,pay_102467,Retry after 10 minutes,1,10,Failed,0.782,0.0,4015.02,
att_11604,pay_101326,Alternate payment method,2,15,Failed,0.236,0.0,2877.6,
att_11605,pay_100710,Smart gateway retry,3,15,Recovered,0.937,2368.78,0.0,2026-04-21 14:57:00
att_11606,pay_104923,Retry after 10 minutes,3,10,Recovered,0.751,1862.4,0.0,2026-04-21 17:50:00
att_11607,pay_104998,Retry after 10 minutes,1,10,Recovered,0.98,1652.23,0.0,2026-04-21 19:23:00
att_11608,pay_103766,UPI payment link,2,15,Failed,0.435,0.0,5827.03,
att_11609,pay_104200,Email reminder,1,15,Failed,0.472,0.0,7775.81,
att_11610,pay_102033,Alternate payment method,2,15,Failed,0.429,0.0,6839.05,
att_11611,pay_103518,Alternate payment method,1,15,Failed,0.445,0.0,645.8,
att_11612,pay_103389,Smart gateway retry,0,15,Recovered,0.652,1615.96,0.0,2026-04-22 03:19:00
att_11613,pay_100048,Retry after 10 minutes,0,10,Pending,0.841,0.0,3895.6,
att_11614,pay_100415,OTP reminder,3,15,Recovered,0.562,8980.03,0.0,2026-04-22 05:36:00
att_11615,pay_101667,OTP reminder,1,15,Failed,0.661,0.0,6232.21,
att_11616,pay_103205,Alternate payment method,3,15,Failed,0.321,0.0,9350.39,
att_11617,pay_100256,Smart gateway retry,0,15,Pending,0.748,0.0,4588.08,
att_11618,pay_101297,UPI payment link,3,15,Failed,0.348,0.0,29340.78,
att_11619,pay_102437,Retry after 10 minutes,2,10,Recovered,0.862,2510.68,0.0,2026-04-22 14:27:00
att_11620,pay_103232,Email reminder,3,15,Failed,0.573,0.0,2123.45,
att_11621,pay_101273,UPI payment link,3,15,Failed,0.406,0.0,3860.95,
att_11622,pay_101328,Alternate payment method,2,15,Failed,0.484,0.0,3139.14,
att_11623,pay_104169,Alternate payment method,3,15,Failed,0.24,0.0,588.8,
att_11624,pay_103812,Retry after 10 minutes,1,10,Recovered,0.879,5272.19,0.0,2026-04-22 17:52:00
att_11625,pay_101070,Smart gateway retry,3,15,Failed,0.705,0.0,3633.36,
att_11626,pay_103609,Smart gateway retry,3,15,Failed,0.677,0.0,835.41,
att_11627,pay_101423,Smart gateway retry,3,15,Recovered,0.823,778.58,0.0,2026-04-22 19:30:00
att_11628,pay_102111,OTP reminder,0,15,Pending,0.593,0.0,2680.71,
att_11629,pay_103983,Email reminder,2,15,Failed,0.525,0.0,3841.26,
att_11630,pay_102816,Retry after 10 minutes,3,10,Recovered,0.79,2239.47,0.0,2026-04-22 10:25:00
att_11631,pay_101812,Smart gateway retry,2,15,Recovered,0.911,7286.8,0.0,2026-04-23 02:34:00
att_11632,pay_102931,Smart gateway retry,2,15,Recovered,0.706,1617.82,0.0,2026-04-22 22:11:00
att_11633,pay_102279,Email reminder,0,15,Pending,0.256,0.0,10378.99,
att_11634,pay_103374,Alternate payment method,1,15,Failed,0.36,0.0,7962.6,
att_11635,pay_100311,UPI payment link,2,15,Recovered,0.375,3527.73,0.0,2026-04-22 15:24:00
att_11636,pay_102658,Alternate payment method,1,15,Failed,0.195,0.0,3666.8,
att_11637,pay_103001,Retry after 10 minutes,1,10,Failed,0.907,0.0,5485.63,
att_11638,pay_104878,Email reminder,1,15,Failed,0.325,0.0,2976.39,
att_11639,pay_101305,Retry after 10 minutes,3,10,Recovered,0.897,3881.56,0.0,2026-04-22 21:35:00
att_11640,pay_101426,Retry after 10 minutes,3,10,Recovered,0.839,1852.0,0.0,2026-04-23 14:44:00
att_11641,pay_100735,OTP reminder,0,15,Pending,0.662,0.0,640.58,
att_11642,pay_100282,OTP reminder,3,15,Recovered,0.528,2854.19,0.0,2026-04-23 06:29:00
att_11643,pay_103192,UPI payment link,1,15,Failed,0.324,0.0,1726.51,
att_11644,pay_100640,Smart gateway retry,3,15,Failed,0.708,0.0,930.46,
att_11645,pay_103982,Alternate payment method,3,15,Recovered,0.184,3540.85,0.0,2026-04-23 13:28:00
att_11646,pay_101612,Alternate payment method,1,15,Failed,0.268,0.0,3011.0,
att_11647,pay_101131,Alternate payment method,1,15,Failed,0.561,0.0,10098.54,
att_11648,pay_100079,Retry after 10 minutes,1,10,Recovered,0.922,2265.87,0.0,2026-04-23 02:37:00
att_11649,pay_104358,Email reminder,2,15,Failed,0.414,0.0,602.87,
att_11650,pay_100858,Retry after 10 minutes,1,10,Recovered,0.822,2159.72,0.0,2026-04-23 08:05:00
att_11651,pay_102615,OTP reminder,1,15,Failed,0.687,0.0,4959.08,
att_11652,pay_104304,Retry after 10 minutes,1,10,Failed,0.677,0.0,1125.71,
att_11653,pay_103654,OTP reminder,3,15,Failed,0.721,0.0,2171.59,
att_11654,pay_100121,UPI payment link,1,15,Failed,0.306,0.0,4413.77,
att_11655,pay_101048,Retry after 10 minutes,1,10,Failed,0.792,0.0,5773.67,
att_11656,pay_102721,OTP reminder,2,15,Failed,0.616,0.0,3215.67,
att_11657,pay_103738,Retry after 10 minutes,2,10,Recovered,0.858,561.68,0.0,2026-04-23 18:43:00
att_11658,pay_102101,Retry after 10 minutes,0,10,Pending,0.786,0.0,10407.48,
att_11659,pay_103158,UPI payment link,2,15,Failed,0.329,0.0,1858.03,
att_11660,pay_102083,UPI payment link,0,15,Pending,0.29,0.0,2455.96,
att_11661,pay_102562,Alternate payment method,3,15,Failed,0.333,0.0,6696.17,
att_11662,pay_100310,Retry after 10 minutes,0,10,Pending,0.71,0.0,1848.74,
att_11663,pay_100818,OTP reminder,1,15,Failed,0.579,0.0,1488.81,
att_11664,pay_100821,Retry after 10 minutes,1,10,Failed,0.74,0.0,1418.54,
att_11665,pay_104729,UPI payment link,3,15,Recovered,0.479,3524.22,0.0,2026-04-24 05:06:00
att_11666,pay_100107,OTP reminder,0,15,Pending,0.516,0.0,659.63,
att_11667,pay_104488,Email reminder,1,15,Failed,0.494,0.0,1322.65,
att_11668,pay_100161,Retry after 10 minutes,1,10,Failed,0.902,0.0,3017.32,
att_11669,pay_104875,Smart gateway retry,1,15,Failed,0.864,0.0,21519.43,
att_11670,pay_102876,Retry after 10 minutes,1,10,Failed,0.719,0.0,2434.55,
att_11671,pay_102241,Alternate payment method,1,15,Recovered,0.257,1385.05,0.0,2026-04-24 07:31:00
att_11672,pay_100478,Alternate payment method,0,15,Pending,0.323,0.0,1868.13,
att_11673,pay_101647,Retry after 10 minutes,1,10,Failed,0.804,0.0,688.64,
att_11674,pay_100236,Alternate payment method,0,15,Recovered,0.301,4202.21,0.0,2026-04-24 21:50:00
att_11675,pay_102087,Retry after 10 minutes,2,10,Failed,0.726,0.0,992.4,
att_11676,pay_104399,OTP reminder,0,15,Pending,0.573,0.0,3739.74,
att_11677,pay_100445,UPI payment link,3,15,Recovered,0.441,1321.04,0.0,2026-04-24 11:17:00
att_11678,pay_102999,OTP reminder,1,15,Recovered,0.548,1765.21,0.0,2026-04-24 19:14:00
att_11679,pay_103928,Smart gateway retry,0,15,Recovered,0.843,846.49,0.0,2026-04-24 17:51:00
att_11680,pay_100155,Smart gateway retry,2,15,Failed,0.521,0.0,4018.2,
att_11681,pay_100371,Retry after 10 minutes,3,10,Recovered,0.876,3944.22,0.0,2026-04-25 03:08:00
att_11682,pay_102770,UPI payment link,0,15,Pending,0.365,0.0,2313.21,
att_11683,pay_101958,Retry after 10 minutes,0,10,Pending,0.771,0.0,4377.59,
att_11684,pay_100254,Retry after 10 minutes,2,10,Recovered,0.793,1346.35,0.0,2026-04-25 01:04:00
att_11685,pay_102896,UPI payment link,2,15,Failed,0.373,0.0,944.67,
att_11686,pay_102049,Email reminder,1,15,Failed,0.427,0.0,751.4,
att_11687,pay_103833,Retry after 10 minutes,0,10,Pending,0.917,0.0,2560.93,
att_11688,pay_102021,Retry after 10 minutes,0,10,Recovered,0.783,4692.28,0.0,2026-04-25 07:23:00
att_11689,pay_103408,Alternate payment method,0,15,Pending,0.168,0.0,2518.49,
att_11690,pay_100315,UPI payment link,1,15,Failed,0.227,0.0,3439.82,
att_11691,pay_101596,OTP reminder,2,15,Recovered,0.459,909.11,0.0,2026-04-25 01:19:00
att_11692,pay_104320,UPI payment link,1,15,Failed,0.391,0.0,3877.39,
att_11693,pay_102583,Smart gateway retry,2,15,Recovered,0.803,1009.46,0.0,2026-04-25 20:27:00
att_11694,pay_103437,UPI payment link,1,15,Failed,0.264,0.0,4189.32,
att_11695,pay_102022,Email reminder,1,15,Recovered,0.477,11312.19,0.0,2026-04-25 13:39:00
att_11696,pay_100729,Alternate payment method,1,15,Failed,0.364,0.0,5957.89,
att_11697,pay_101980,Alternate payment method,0,15,Pending,0.339,0.0,5263.58,
att_11698,pay_102194,Retry after 10 minutes,1,10,Failed,0.745,0.0,1897.92,
att_11699,pay_101692,Smart gateway retry,0,15,Pending,0.822,0.0,7945.42,
att_11700,pay_104901,Retry after 10 minutes,3,10,Failed,0.917,0.0,1252.14,
att_11701,pay_101276,Retry after 10 minutes,0,10,Pending,0.758,0.0,2654.36,
att_11702,pay_103962,OTP reminder,3,15,Recovered,0.592,3379.36,0.0,2026-04-25 17:59:00
att_11703,pay_102618,Retry after 10 minutes,0,10,Pending,0.631,0.0,11309.46,
att_11704,pay_100841,Retry after 10 minutes,0,10,Pending,0.935,0.0,3186.74,
att_11705,pay_104301,Retry after 10 minutes,3,10,Failed,0.811,0.0,1635.89,
att_11706,pay_102395,Retry after 10 minutes,0,10,Pending,0.809,0.0,3415.17,
att_11707,pay_103793,Retry after 10 minutes,0,10,Recovered,0.799,795.19,0.0,2026-04-26 01:37:00
att_11708,pay_102085,Alternate payment method,1,15,Failed,0.332,0.0,997.41,
att_11709,pay_104463,Retry after 10 minutes,3,10,Recovered,0.861,817.76,0.0,2026-04-26 00:50:00
att_11710,pay_104436,Alternate payment method,0,15,Pending,0.396,0.0,1569.77,
att_11711,pay_100002,Retry after 10 minutes,1,10,Recovered,0.732,4042.37,0.0,2026-04-26 14:25:00
att_11712,pay_100122,Email reminder,0,15,Pending,0.509,0.0,6974.06,
att_11713,pay_102550,Smart gateway retry,0,15,Pending,0.683,0.0,31220.4,
att_11714,pay_101223,Email reminder,1,15,Recovered,0.447,1194.98,0.0,2026-04-26 01:11:00
att_11715,pay_104459,OTP reminder,0,15,Recovered,0.637,3521.13,0.0,2026-04-26 11:07:00
att_11716,pay_102379,Alternate payment method,1,15,Recovered,0.423,2066.32,0.0,2026-04-26 02:47:00
att_11717,pay_104678,Retry after 10 minutes,1,10,Failed,0.763,0.0,2412.36,
att_11718,pay_101397,UPI payment link,0,15,Pending,0.357,0.0,1386.11,
att_11719,pay_102929,Alternate payment method,3,15,Failed,0.14,0.0,4668.65,
att_11720,pay_104180,Email reminder,2,15,Failed,0.559,0.0,2984.42,
att_11721,pay_101437,Retry after 10 minutes,1,10,Failed,0.814,0.0,1616.98,
att_11722,pay_103272,Smart gateway retry,3,15,Recovered,0.825,3184.41,0.0,2026-04-26 17:10:00
att_11723,pay_101722,UPI payment link,1,15,Failed,0.304,0.0,3325.84,
att_11724,pay_100651,UPI payment link,3,15,Failed,0.398,0.0,2174.37,
att_11725,pay_102257,UPI payment link,1,15,Failed,0.31,0.0,1726.48,
att_11726,pay_100985,OTP reminder,3,15,Failed,0.656,0.0,1627.77,
